"iri","type","label"
"http://purl.org/sig/ont/fma/fma6251","AS","branch of recurrent laryngeal nerve to mucosa of larynx"
"http://purl.org/sig/ont/fma/fma52679","AS","internal nasal branch of anterior ethmoidal nerve"
"http://purl.obolibrary.org/obo/UBERON_0001465","AS","knee"
"http://purl.org/sig/ont/fma/fma6246","AS","recurrent laryngeal nerve"
"http://purl.obolibrary.org/obo/UBERON_0031111","AS","sacral spinal cord gray commissure"
"http://purl.obolibrary.org/obo/UBERON_0035462","AS","artery of postcentral sulcus"
"http://purl.obolibrary.org/obo/UBERON_8410064","AS","submucosal plexus of meissner"
"http://purl.obolibrary.org/obo/UBERON_8410064","AS","submucosal plexus of meissner submucosal plexus (meissners plexus, plexus of the submucosa, plexus submucosus)"
"http://purl.obolibrary.org/obo/UBERON_0001291","AS","loop of henle (thick limb/cortex)"
"http://purl.obolibrary.org/obo/UBERON_0001291","AS","loop of henle (thick limb/medulla)"
"http://purl.obolibrary.org/obo/UBERON_0001291","AS","loop of henle (thick limb)"
"http://purl.obolibrary.org/obo/UBERON_0001291","AS","loop of henle (thick limb/ cortex)"
"http://purl.org/sig/ont/fma/fma81297","AS","subscapularis branch of inferior subscapular nerve"
"http://purl.org/sig/ont/fma/fma82666","AS","nerve to zygomaticus minor"
"http://purl.org/sig/ont/fma/fma85114","AS","lateral proper palmar digital artery of fourth digit of hand"
"http://purl.obolibrary.org/obo/UBERON_0002483","AS","trabecular bone"
"http://purl.org/sig/ont/fma/fma65330","AS","posterior muscular branch of radial nerve to lateral head of triceps brachii"
"http://purl.obolibrary.org/obo/UBERON_0002383","AS","supraspinatus muscle"
"http://purl.org/sig/ont/fma/fma6446","AS","fifth cervical spinal nerve"
"http://purl.org/sig/ont/fma/fma44777","AS","medial terminal branch of deep fibular nerve"
"http://purl.org/sig/ont/fma/fma6646","AS","vesical plexus"
"http://purl.org/sig/ont/fma/fma5032","AS","left jugular lymph trunk"
"http://purl.org/sig/ont/fma/fma82622","AS","nerve to helicis minor"
"http://purl.org/sig/ont/fma/fma7206","AS","superior duodenum"
"http://purl.obolibrary.org/obo/UBERON_0012498","AS","serosa"
"http://purl.obolibrary.org/obo/UBERON_0001776","AS","optic choroid"
"http://purl.obolibrary.org/obo/UBERON_0001956","AS","cartilage of bronchus"
"http://purl.org/sig/ont/fma/fma4744","AS","supreme intercostal vein"
"http://purl.obolibrary.org/obo/UBERON_0001582","AS","buccinator muscle"
"http://purl.obolibrary.org/obo/UBERON_0004527","AS","alveolar process of maxilla"
"http://purl.obolibrary.org/obo/UBERON_0003471","AS","inferior labial artery"
"http://purl.org/sig/ont/fma/fma53293","AS","communicating branch of facial nerve with glossopharyngeal nerve"
"http://purl.obolibrary.org/obo/UBERON_0001640","AS","celiac artery"
"http://purl.org/sig/ont/fma/fma53332","AS","communicating branch of superficial buccal branch of facial nerve with external nasal nerve"
"http://purl.obolibrary.org/obo/UBERON_0010944","AS","posterior belly of digastric muscle"
"http://purl.org/sig/ont/fma/fma70777","AS","short posterior ciliary artery"
"http://purl.org/sig/ont/fma/fma49913","AS","left inferior pulmonary vein"
"http://purl.obolibrary.org/obo/UBERON_0001398","AS","brachial artery"
"http://purl.obolibrary.org/obo/UBERON_0003910","AS","splenic venous sinusoid"
"http://purl.obolibrary.org/obo/UBERON_0001367","AS","external anal sphincter"
"http://purl.org/sig/ont/fma/fma53396","AS","cervical branch of facial nerve"
"http://purl.org/sig/ont/fma/fma7072","AS","ventral ramus of coccygeal nerve"
"http://purl.org/sig/ont/fma/fma80043","AS","nerve to adductor hallucis"
"http://purl.org/sig/ont/fma/fma85528","AS","artery of pterygoid canal"
"http://purl.obolibrary.org/obo/UBERON_0015878","AS","common iliac lymph node"
"http://purl.org/sig/ont/fma/fma22706","AS","superior ulnar collateral artery"
"http://purl.obolibrary.org/obo/UBERON_0001382","AS","pectineus muscle"
"http://purl.org/sig/ont/fma/fma52633","AS","communicating branch of lacrimal nerve with zygomaticotemporal branch of zygomatic nerve"
"http://purl.org/sig/ont/fma/fma15390","AS","left gastroepiploic vein"
"http://purl.obolibrary.org/obo/UBERON_0000144","AS","trochlea of humerus"
"http://purl.obolibrary.org/obo/UBERON_0001185","AS","right renal artery"
"http://purl.org/sig/ont/fma/fma15801","AS","medial inferior segmental branch of middle hepatic vein"
"http://purl.obolibrary.org/obo/UBERON_0035966","AS","scleral lamina cribrosa"
"http://purl.org/sig/ont/fma/fma3823","AS","sinoatrial nodal artery"
"http://purl.obolibrary.org/obo/UBERON_0035222","AS","posterior parietal artery"
"http://purl.org/sig/ont/fma/fma77541","AS","vagal part of accessory nerve"
"http://purl.obolibrary.org/obo/UBERON_0001588","AS","vertebral vein"
"http://purl.org/sig/ont/fma/fma53544","AS","communicating branch of internal laryngeal nerve with recurrent laryngeal nerve"
"http://purl.obolibrary.org/obo/UBERON_0012110","AS","frontal process of zygomatic bone"
"http://purl.org/sig/ont/fma/fma54419","AS","meningeal branch of hypoglossal nerve to wall of inferior petrosal sinus"
"http://purl.obolibrary.org/obo/UBERON_0015171","AS","uterine spiral artery"
"http://purl.obolibrary.org/obo/UBERON_0003383","AS","myocardium"
"http://purl.obolibrary.org/obo/UBERON_0015157","AS","zygomatico-orbital artery"
"http://purl.org/sig/ont/fma/fma71675","AS","glandular branches of facial artery"
"http://purl.obolibrary.org/obo/UBERON_0001620","AS","central retinal artery"
"http://purl.org/sig/ont/fma/fma53393","AS","communicating branch of marginal mandibular branch of facial nerve with mental nerve"
"http://purl.org/sig/ont/fma/fma80055","AS","nerve to cuneonavicular joint"
"http://purl.org/sig/ont/fma/fma50863","AS","optic nerve"
"http://purl.obolibrary.org/obo/UBERON_0001215","AS","inferior mesenteric vein"
"http://purl.org/sig/ont/fma/fma24978","AS","left knee"
"http://purl.org/sig/ont/fma/fma43942","AS","plantar arch"
"http://purl.obolibrary.org/obo/UBERON_0002743","AS","basal forebrain"
"http://purl.org/sig/ont/fma/fma53352","AS","branch of upper deep buccal branch of facial nerve to levator labii superioris"
"http://purl.obolibrary.org/obo/UBERON_0006960","AS","ovary stroma"
"http://purl.obolibrary.org/obo/UBERON_0006960","AS","ovarian interstitia"
"http://purl.obolibrary.org/obo/UBERON_0000443","AS","left testicular vein"
"http://purl.org/sig/ont/fma/fma4406","AS","left posterior intercostal artery 3"
"http://purl.obolibrary.org/obo/UBERON_0014716","AS","interlobular duct"
"http://purl.obolibrary.org/obo/UBERON_0006321","AS","superior oblique extraocular muscle"
"http://purl.org/sig/ont/fma/fma23065","AS","acromial branch of thoracoacromial artery"
"http://purl.obolibrary.org/obo/UBERON_0011218","AS","spinalis cervicis muscle"
"http://purl.org/sig/ont/fma/fma11229","AS","recurrent meningeal branch of eighth thoracic spinal nerve"
"http://purl.org/sig/ont/fma/fma44873","AS","articular branch of ulnar nerve"
"http://purl.obolibrary.org/obo/UBERON_0001223","AS","left ureter"
"http://purl.obolibrary.org/obo/UBERON_0000210","AS","parietal bone"
"http://purl.org/sig/ont/fma/fma6255","AS","branch of recurrent laryngeal nerve to oblique arytenoid"
"http://purl.obolibrary.org/obo/UBERON_0007836","AS","cervical spinal cord ventral commissure"
"http://purl.obolibrary.org/obo/UBERON_0003477","AS","superior labial vein"
"http://purl.org/sig/ont/fma/fma51770","AS","ethmoidal vein"
"http://purl.obolibrary.org/obo/UBERON_0007317","AS","superficial external pudendal artery"
"http://purl.obolibrary.org/obo/UBERON_0035483","AS","left suprarenal vein"
"http://purl.org/sig/ont/fma/fma70479","AS","anterior inferior pancreaticoduodenal artery"
"http://purl.org/sig/ont/fma/fma50631","AS","lateral posterior choroidal artery"
"http://purl.obolibrary.org/obo/UBERON_0001688","AS","incus bone"
"http://purl.org/sig/ont/fma/fma6444","AS","third cervical spinal nerve"
"http://purl.obolibrary.org/obo/UBERON_0001986","AS","endothelium (non glomerular)"
"http://purl.org/sig/ont/fma/fma62468","AS","branch of musculocutaneous nerve to biceps brachii"
"http://purl.org/sig/ont/fma/fma6312","AS","eleventh thoracic spinal nerve"
"http://purl.org/sig/ont/fma/fma54406","AS","branch of hypoglossal nerve to hyoglossus"
"http://purl.org/sig/ont/fma/fma8802","AS","dorsal ramus of eighth cervical spinal nerve"
"http://purl.obolibrary.org/obo/UBERON_0002340","AS","epithelium of main bronchus"
"http://purl.obolibrary.org/obo/UBERON_0009980","AS","distal femur"
"http://purl.org/sig/ont/fma/fma22761","AS","first dorsal metacarpal artery"
"http://purl.obolibrary.org/obo/UBERON_0011512","AS","puborectalis muscle"
"http://purl.obolibrary.org/obo/UBERON_0001388","AS","gastrocnemius muscle"
"http://purl.obolibrary.org/obo/UBERON_0004654","AS","temporal process of zygomatic bone"
"http://purl.org/sig/ont/fma/fma44648","AS","second dorsal metatarsal artery"
"http://purl.org/sig/ont/fma/fma50624","AS","thalamoperforating artery"
"http://purl.obolibrary.org/obo/UBERON_0001553","AS","medial tarsal artery"
"http://purl.obolibrary.org/obo/UBERON_0011050","AS","thoracic vertebra 8"
"http://purl.obolibrary.org/obo/UBERON_0016378","AS","ileocolic lymph node"
"http://purl.obolibrary.org/obo/UBERON_0002902","AS","occipital pole"
"http://purl.obolibrary.org/obo/UBERON_0006457","AS","t1 segment of thoracic spinal cord"
"http://purl.org/sig/ont/fma/fma6299","AS","seventh thoracic spinal nerve"
"http://purl.obolibrary.org/obo/UBERON_0006841","AS","central vein"
"http://purl.obolibrary.org/obo/UBERON_0006841","AS","central vein of liver"
"http://purl.org/sig/ont/fma/fma21900","AS","external urethral sphincter branch of perineal nerve"
"http://purl.obolibrary.org/obo/UBERON_0002381","AS","pectoralis major muscle"
"http://purl.org/sig/ont/fma/fma50560","AS","pontine artery"
"http://purl.obolibrary.org/obo/UBERON_0006936","AS","thymus subcapsular epithelium"
"http://purl.obolibrary.org/obo/UBERON_0007316","AS","deep external pudendal artery"
"http://purl.org/sig/ont/fma/fma44033","AS","perforating branch of fibular artery"
"http://purl.obolibrary.org/obo/UBERON_0035659","AS","deep facial vein"
"http://purl.obolibrary.org/obo/UBERON_0003590","AS","main bronchus connective tissue"
"http://purl.obolibrary.org/obo/UBERON_0005196","AS","germinal center"
"http://purl.org/sig/ont/fma/fma4173","AS","left second superior phrenic artery"
"http://purl.obolibrary.org/obo/UBERON_0001195","AS","inferior pancreaticoduodenal artery"
"http://purl.obolibrary.org/obo/UBERON_0015350","AS","saphenous branch of descending genicular artery"
"http://purl.org/sig/ont/fma/fma45306","AS","anterior branch of obturator nerve"
"http://purl.org/sig/ont/fma/fma4799","AS","left posterior intercostal vein 2"
"http://purl.obolibrary.org/obo/UBERON_0001372","AS","psoas minor muscle"
"http://purl.obolibrary.org/obo/UBERON_0004944","AS","submucosa of trigone of urinary bladder"
"http://purl.obolibrary.org/obo/UBERON_0015881","AS","internal iliac lymph node"
"http://purl.obolibrary.org/obo/UBERON_0004632","AS","thoracic vertebra 7"
"http://purl.org/sig/ont/fma/fma70443","AS","anterior inferior segmental branch of right hepatic artery"
"http://purl.org/sig/ont/fma/fma54432","AS","nerve to superior belly of omohyoid"
"http://purl.org/sig/ont/fma/fma49618","AS","meningeal branch of occipital artery"
"http://purl.org/sig/ont/fma/fma43959","AS","first plantar metatarsal artery"
"http://purl.org/sig/ont/fma/fma15395","AS","sigmoid vein"
"http://purl.org/sig/ont/fma/fma49497","AS","ascending pharyngeal artery"
"http://purl.org/sig/ont/fma/fma8611","AS","ventral ramus of eleventh thoracic spinal nerve"
"http://purl.obolibrary.org/obo/UBERON_0030276","AS","lumbar spinal cord ventral horn"
"http://purl.obolibrary.org/obo/UBERON_0004204","AS","collecting duct (outer medulla)"
"http://purl.obolibrary.org/obo/UBERON_0004204","AS","collecting duct (medulla)"
"http://purl.obolibrary.org/obo/UBERON_0002025","AS","stratum basale (sb)"
"http://purl.org/sig/ont/fma/fma44897","AS","medial proper palmar digital branch of ulnar nerve to little finger"
"http://purl.obolibrary.org/obo/UBERON_0001617","AS","mental artery"
"http://purl.org/sig/ont/fma/fma53228","AS","chorda tympani nerve"
"http://purl.org/sig/ont/fma/fma50830","AS","deep lingual vein"
"http://purl.org/sig/ont/fma/fma71587","AS","peroneal vein"
"http://purl.org/sig/ont/fma/fma6414","AS","third lumbar spinal nerve"
"http://purl.org/sig/ont/fma/fma53278","AS","auricularis posterior branch of facial nerve"
"http://purl.obolibrary.org/obo/UBERON_0001635","AS","superior cerebellar artery"
"http://purl.obolibrary.org/obo/UBERON_0001148","AS","median nerve"
"http://purl.obolibrary.org/obo/UBERON_0036300","AS","tributary of central retinal vein"
"http://purl.org/sig/ont/fma/fma18832","AS","vaginal artery"
"http://purl.org/sig/ont/fma/fma52823","AS","posterior inferior nasal branch of greater palatine nerve"
"http://purl.org/sig/ont/fma/fma53066","AS","buccinator nerve"
"http://purl.org/sig/ont/fma/fma22420","AS","descending branch of medial circumflex femoral artery"
"http://purl.obolibrary.org/obo/UBERON_0017637","AS","marginal venous sinus"
"http://purl.org/sig/ont/fma/fma53113","AS","posterior deep temporal nerve"
"http://purl.obolibrary.org/obo/UBERON_0004630","AS","thoracic vertebra 5"
"http://purl.obolibrary.org/obo/UBERON_0001946","AS","inferior colliculus"
"http://purl.org/sig/ont/fma/fma4735","AS","anterior intercostal vein 4"
"http://purl.org/sig/ont/fma/fma44780","AS","interosseous branch of lateral terminal branch of deep fibular nerve"
"http://purl.obolibrary.org/obo/UBERON_0001104","AS","anterior jugular vein"
"http://purl.org/sig/ont/fma/fma15431","AS","lateral superior segmental branch of left hepatic portal vein"
"http://purl.obolibrary.org/obo/UBERON_0006680","AS","trachealis"
"http://purl.obolibrary.org/obo/UBERON_0002184","AS","tertiary bronchus"
"http://purl.obolibrary.org/obo/UBERON_8410042","AS","arteriole"
"http://purl.org/sig/ont/fma/fma4746","AS","deep cervical vein"
"http://purl.org/sig/ont/fma/fma53275","AS","branch of facial nerve to stapedius"
"http://purl.obolibrary.org/obo/UBERON_0001302","AS","right fallopian tube"
"http://purl.org/sig/ont/fma/fma22755","AS","dorsal carpal branch of radial artery"
"http://purl.org/sig/ont/fma/fma22755","AS","dorsal carpal arch #2"
"http://purl.org/sig/ont/fma/fma22755","AS","dorsal carpal arch"
"http://purl.org/sig/ont/fma/fma14903","AS","left lumbar artery 5"
"http://purl.org/sig/ont/fma/fma22820","AS","dorsal carpal branch of ulnar artery"
"http://purl.org/sig/ont/fma/fma16484","AS","genitofemoral nerve"
"http://purl.org/sig/ont/fma/fma53370","AS","nerve to depressor septi nasi"
"http://purl.org/sig/ont/fma/fma52680","AS","medial internal nasal branch of anterior ethmoidal nerve"
"http://purl.org/sig/ont/fma/fma20601","AS","iliac branch of iliohypogastric nerve"
"http://purl.org/sig/ont/fma/fma44697","AS","lateral sural cutaneous nerve"
"http://purl.obolibrary.org/obo/UBERON_0007714","AS","cervical subsegment of spinal cord"
"http://purl.obolibrary.org/obo/UBERON_0012109","AS","zygomatic process of frontal bone"
"http://purl.org/sig/ont/fma/fma19038","AS","anococcygeal nerve"
"http://purl.obolibrary.org/obo/UBERON_0006134","AS","nerve"
"http://purl.obolibrary.org/obo/UBERON_0006134","AS","vessel"
"http://purl.obolibrary.org/obo/UBERON_0010911","AS","ossicle"
"http://purl.org/sig/ont/fma/fma8639","AS","superior lingular segmental artery of left lung"
"http://purl.org/sig/ont/fma/fma44799","AS","dorsal digital nerve of fourth toe"
"http://purl.org/sig/ont/fma/fma84472","AS","pulmonary interlobular septum"
"http://purl.org/sig/ont/fma/fma20886","AS","posterior labial artery"
"http://purl.org/sig/ont/fma/fma18826","AS","middle rectal artery #2"
"http://purl.org/sig/ont/fma/fma18826","AS","middle rectal artery"
"http://purl.obolibrary.org/obo/UBERON_0007174","AS","medial border of scapula"
"http://purl.org/sig/ont/fma/fma39079","AS","medial cutaneous nerve of forearm"
"http://purl.obolibrary.org/obo/UBERON_0034965","AS","middle thyroid vein"
"http://purl.org/sig/ont/fma/fma5832","AS","right lymphatic duct"
"http://purl.org/sig/ont/fma/fma52642","AS","supratrochlear nerve"
"http://purl.obolibrary.org/obo/UBERON_0004573","AS","systemic artery"
"http://purl.obolibrary.org/obo/UBERON_0007154","AS","inferior epigastric vein"
"http://purl.org/sig/ont/fma/fma4976","AS","left posterior intercostal vein 8"
"http://purl.obolibrary.org/obo/UBERON_0003952","AS","anterior stroma of cornea"
"http://purl.org/sig/ont/fma/fma53047","AS","meningeal branch of mandibular nerve"
"http://purl.obolibrary.org/obo/UBERON_0001678","AS","temporal bone"
"http://purl.org/sig/ont/fma/fma6207","AS","posterior diaphragmatic branch of phrenic nerve"
"http://purl.obolibrary.org/obo/UBERON_0001499","AS","arm muscle"
"http://purl.org/sig/ont/fma/fma80160","AS","nerve to obturator externus"
"http://purl.obolibrary.org/obo/UBERON_8410041","AS","venule"
"http://purl.org/sig/ont/fma/fma8630","AS","anterior basal segmental artery of right lung"
"http://purl.obolibrary.org/obo/UBERON_0032748","AS","sacral spinal cord ventral horn"
"http://purl.org/sig/ont/fma/fma44992","AS","medial dorsal digital branch of radial nerve to middle finger"
"http://purl.org/sig/ont/fma/fma52742","AS","anterior meningeal branch of posterior ethmoidal nerve"
"http://purl.org/sig/ont/fma/fma52628","AS","lacrimal nerve"
"http://purl.obolibrary.org/obo/UBERON_0010757","AS","rib 8"
"http://purl.org/sig/ont/fma/fma53237","AS","branch of lingual nerve to submandibular ganglion"
"http://purl.org/sig/ont/fma/fma18850","AS","iliac branch of iliolumbar artery"
"http://purl.org/sig/ont/fma/fma53187","AS","deep temporal nerve"
"http://purl.org/sig/ont/fma/fma69586","AS","medial dorsal digital artery of second digit of foot"
"http://purl.obolibrary.org/obo/UBERON_0014695","AS","deep auricular artery"
"http://purl.obolibrary.org/obo/UBERON_0004604","AS","rib 4"
"http://purl.org/sig/ont/fma/fma6423","AS","first sacral spinal nerve"
"http://purl.org/sig/ont/fma/fma52705","AS","cutaneous branch of infratrochlear nerve to eyelid"
"http://purl.obolibrary.org/obo/UBERON_0005854","AS","cervical spinal cord ventral column"
"http://purl.org/sig/ont/fma/fma44949","AS","inferior lateral brachial cutaneous nerve"
"http://purl.obolibrary.org/obo/UBERON_0002493","AS","uterine artery"
"http://purl.org/sig/ont/fma/fma20580","AS","muscular branch of lumbar plexus to psoas major"
"http://purl.obolibrary.org/obo/UBERON_0006687","AS","median sacral vein"
"http://purl.obolibrary.org/obo/UBERON_0006463","AS","s4 sacral spinal cord segment"
"http://purl.org/sig/ont/fma/fma50803","AS","suboccipital venous plexus"
"http://purl.org/sig/ont/fma/fma4751","AS","right brachiocephalic vein"
"http://purl.org/sig/ont/fma/fma6247","AS","bronchial branch of vagus nerve"
"http://purl.org/sig/ont/fma/fma6445","AS","fourth cervical spinal nerve"
"http://purl.obolibrary.org/obo/UBERON_8410035","AS","arteriole"
"http://purl.org/sig/ont/fma/fma4734","AS","anterior intercostal vein 5"
"http://purl.org/sig/ont/fma/fma4969","AS","left posterior intercostal vein 9"
"http://purl.obolibrary.org/obo/UBERON_0009986","AS","lateral epicondyle of femur"
"http://purl.obolibrary.org/obo/UBERON_0029538","AS","sacral spinal cord lateral horn"
"http://purl.obolibrary.org/obo/UBERON_0002006","AS","cortex"
"http://purl.org/sig/ont/fma/fma14740","AS","right lumbar artery 3"
"http://purl.org/sig/ont/fma/fma50629","AS","thalamogeniculate artery"
"http://purl.obolibrary.org/obo/UBERON_0001682","AS","palatine bone"
"http://purl.org/sig/ont/fma/fma43933","AS","superficial branch of medial plantar artery"
"http://purl.org/sig/ont/fma/fma20579","AS","muscular branch of lumbar plexus to psoas minor"
"http://purl.org/sig/ont/fma/fma14762","AS","right ovarian artery"
"http://purl.obolibrary.org/obo/UBERON_0035042","AS","middle temporal artery"
"http://purl.obolibrary.org/obo/UBERON_0004629","AS","thoracic vertebra 4"
"http://purl.obolibrary.org/obo/UBERON_8410067","AS","interfollicular cortex"
"http://purl.org/sig/ont/fma/fma54417","AS","meningeal branch of hypoglossal nerve to diploe of occipital bone"
"http://purl.org/sig/ont/fma/fma49628","AS","stylomastoid artery"
"http://purl.org/sig/ont/fma/fma53480","AS","jacobson's nerve"
"http://purl.org/sig/ont/fma/fma22854","AS","first common palmar digital artery"
"http://purl.obolibrary.org/obo/UBERON_0014633","AS","substantia gelatinosa of lumbar spinal cord dorsal horn"
"http://purl.obolibrary.org/obo/UBERON_0009708","AS","dorsal pancreas"
"http://purl.org/sig/ont/fma/fma43889","AS","medial inferior genicular artery"
"http://purl.org/sig/ont/fma/fma8796","AS","dorsal ramus of sixth cervical spinal nerve"
"http://purl.org/sig/ont/fma/fma14342","AS","right ovarian vein"
"http://purl.obolibrary.org/obo/UBERON_0001375","AS","semitendinosus muscle"
"http://purl.obolibrary.org/obo/UBERON_0002125","AS","thymus lobule"
"http://purl.org/sig/ont/fma/fma53517","AS","lingual branch of glossopharyngeal nerve to vallate papillae"
"http://purl.org/sig/ont/fma/fma15736","AS","conus artery"
"http://purl.org/sig/ont/fma/fma49483","AS","cricothyroid artery"
"http://purl.org/sig/ont/fma/fma22710","AS","inferior ulnar collateral artery"
"http://purl.obolibrary.org/obo/UBERON_0006663","AS","hemiazygos vein"
"http://purl.org/sig/ont/fma/fma52688","AS","external nasal branch of anterior ethmoidal nerve"
"http://purl.obolibrary.org/obo/UBERON_0012418","AS","venous system smooth muscle"
"http://purl.org/sig/ont/fma/fma71813","AS","inferior mesenteric lymph node"
"http://purl.org/sig/ont/fma/fma70445","AS","posterior superior segmental branch of right hepatic artery"
"http://purl.org/sig/ont/fma/fma21865","AS","inferior rectal nerve"
"http://purl.obolibrary.org/obo/UBERON_0008874","AS","pulmonary acinus"
"http://purl.org/sig/ont/fma/fma44824","AS","branch of median nerve to flexor carpi radialis"
"http://purl.org/sig/ont/fma/fma53218","AS","lingual nerve"
"http://purl.obolibrary.org/obo/UBERON_0001587","AS","subclavian vein"
"http://purl.org/sig/ont/fma/fma11221","AS","recurrent meningeal branch of second thoracic spinal nerve"
"http://purl.org/sig/ont/fma/fma80071","AS","nerve to fibularis tertius"
"http://purl.org/sig/ont/fma/fma44691","AS","muscular branch of tibial nerve to gastrocnemius"
"http://purl.org/sig/ont/fma/fma44743","AS","proper plantar digital nerve of big toe"
"http://purl.obolibrary.org/obo/UBERON_0001157","AS","transverse colon"
"http://purl.org/sig/ont/fma/fma52598","AS","nerve to medial rectus"
"http://purl.org/sig/ont/fma/fma45404","AS","biceps femoris branch of common fibular nerve"
"http://purl.obolibrary.org/obo/UBERON_0004766","AS","cranial bone"
"http://purl.org/sig/ont/fma/fma52694","AS","long ciliary nerve to iris"
"http://purl.obolibrary.org/obo/UBERON_0001320","AS","iliolumbar vein"
"http://purl.obolibrary.org/obo/UBERON_0004549","AS","right eye"
"http://purl.org/sig/ont/fma/fma14746","AS","right inferior phrenic artery"
"http://purl.obolibrary.org/obo/UBERON_0001590","AS","pericardiacophrenic vein"
"http://purl.obolibrary.org/obo/UBERON_0001404","AS","radial artery"
"http://purl.org/sig/ont/fma/fma5834","AS","left bronchomediastinal lymph trunk"
"http://purl.obolibrary.org/obo/UBERON_0001272","AS","os coxa"
"http://purl.org/sig/ont/fma/fma49962","AS","anterior ciliary artery"
"http://purl.obolibrary.org/obo/UBERON_0004904","AS","optic nerve"
"http://purl.obolibrary.org/obo/UBERON_0004904","AS","neuron projection bundle connecting eye with brain"
"http://purl.org/sig/ont/fma/fma12251","AS","right jugular lymph trunk"
"http://purl.obolibrary.org/obo/UBERON_0009885","AS","interlobar renal artery"
"http://purl.obolibrary.org/obo/UBERON_0018227","AS","pulmonary lymphatic vessel"
"http://purl.org/sig/ont/fma/fma44825","AS","branch of median nerve to palmaris longus"
"http://purl.org/sig/ont/fma/fma16511","AS","inferior gluteal nerve"
"http://purl.org/sig/ont/fma/fma53234","AS","lingual branch of lingual nerve"
"http://purl.obolibrary.org/obo/UBERON_0003422","AS","mesenchyme of umbilical cord (wharton's jelly)"
"http://purl.org/sig/ont/fma/fma6242","AS","lower branch of internal laryngeal nerve"
"http://purl.org/sig/ont/fma/fma53240","AS","branch of lingual nerve to sublingual ganglion"
"http://purl.org/sig/ont/fma/fma15422","AS","posterior branch of right hepatic portal vein"
"http://purl.org/sig/ont/fma/fma15422","AS","posterior branch of right hepatic portal vein #2"
"http://purl.obolibrary.org/obo/UBERON_0007693","AS","caroticotympanic artery"
"http://purl.org/sig/ont/fma/fma49791","AS","descending palatine artery"
"http://purl.obolibrary.org/obo/UBERON_0001477","AS","infraspinatus muscle"
"http://purl.org/sig/ont/fma/fma85111","AS","medial proper palmar digital artery of third digit of hand"
"http://purl.org/sig/ont/fma/fma81179","AS","nerve to mentalis"
"http://purl.obolibrary.org/obo/UBERON_0009644","AS","trachea non-cartilage connective tissue"
"http://purl.org/sig/ont/fma/fma80276","AS","branch of deep branch of ulnar nerve to opponens pollicis"
"http://purl.obolibrary.org/obo/UBERON_0001381","AS","semimembranosus muscle"
"http://purl.obolibrary.org/obo/UBERON_0008529","AS","piriformis muscle"
"http://purl.org/sig/ont/fma/fma20613","AS","communicating branch of iliohypogastric nerve with ilioinguinal nerve"
"http://purl.obolibrary.org/obo/UBERON_0011955","AS","left hepatic vein"
"http://purl.obolibrary.org/obo/UBERON_0014637","AS","thoracic spinal cord white matter"
"http://purl.org/sig/ont/fma/fma44794","AS","dorsal digital nerve of third toe"
"http://purl.org/sig/ont/fma/fma79892","AS","nerve to third plantar interosseous of foot"
"http://purl.org/sig/ont/fma/fma233577","AS","retroaortic lymph node"
"http://purl.obolibrary.org/obo/UBERON_0001356","AS","medial circumflex femoral artery"
"http://purl.org/sig/ont/fma/fma80292","AS","branch of posterior interosseous nerve to extensor pollicis brevis"
"http://purl.org/sig/ont/fma/fma20656","AS","labium majus branch of genital branch of genitofemoral nerve"
"http://purl.org/sig/ont/fma/fma82631","AS","nerve to transverse muscle of tongue"
"http://purl.org/sig/ont/fma/fma6875","AS","branch to greater occipital nerve"
"http://purl.org/sig/ont/fma/fma24977","AS","right knee"
"http://purl.org/sig/ont/fma/fma45337","AS","posterior femoral cutaneous nerve"
"http://purl.org/sig/ont/fma/fma44814","AS","branch of lateral branch of superficial fibular nerve"
"http://purl.org/sig/ont/fma/fma77544","AS","external branch of accessory nerve"
"http://purl.org/sig/ont/fma/fma52935","AS","anterior superior alveolar nerve"
"http://purl.org/sig/ont/fma/fma10984","AS","recurrent meningeal branch of third thoracic spinal nerve"
"http://purl.org/sig/ont/fma/fma44782","AS","branch of medial terminal branch of deep fibular nerve"
"http://purl.obolibrary.org/obo/UBERON_0007152","AS","inferior sagittal sinus"
"http://purl.org/sig/ont/fma/fma7272","AS","moderator band"
"http://purl.obolibrary.org/obo/UBERON_0003234","AS","extensor pollicis longus muscle"
"http://purl.org/sig/ont/fma/fma50781","AS","occipital sinus"
"http://purl.org/sig/ont/fma/fma5830","AS","right subclavian lymph trunk"
"http://purl.obolibrary.org/obo/UBERON_0001654","AS","supraorbital vein"
"http://purl.obolibrary.org/obo/UBERON_0004618","AS","lumbar vertebra 2"
"http://purl.obolibrary.org/obo/UBERON_0004603","AS","rib 3"
"http://purl.org/sig/ont/fma/fma3994","AS","posterior intercostal artery 2"
"http://purl.org/sig/ont/fma/fma45307","AS","posterior branch of obturator nerve"
"http://purl.org/sig/ont/fma/fma18849","AS","lumbar branch of iliolumbar artery"
"http://purl.org/sig/ont/fma/fma81188","AS","branch of posterior interosseous nerve to extensor digitorum"
"http://purl.obolibrary.org/obo/UBERON_0011189","AS","lamina propria"
"http://purl.obolibrary.org/obo/UBERON_0005849","AS","cervical spinal cord lateral column"
"http://purl.org/sig/ont/fma/fma7213","AS","right ovary"
"http://purl.obolibrary.org/obo/UBERON_0002146","AS","pulmonary valve"
