s_iri,relationship,t_iri
https://purl.org/ccf/ASCTB-TEMP_base-of-second-proximal-phalanx-of-hand,part_of,http://purl.obolibrary.org/obo/UBERON_0004328
https://purl.org/ccf/ASCTB-TEMP_shaft-of-second-proximal-phalanx-of-hand,part_of,http://purl.obolibrary.org/obo/UBERON_0004328
http://purl.obolibrary.org/obo/UBERON_0014620,part_of,http://purl.obolibrary.org/obo/UBERON_0014613
http://purl.obolibrary.org/obo/UBERON_0014619,part_of,http://purl.obolibrary.org/obo/UBERON_0014613
http://purl.obolibrary.org/obo/UBERON_0007836,part_of,http://purl.obolibrary.org/obo/UBERON_0014613
http://purl.obolibrary.org/obo/UBERON_0014621,part_of,http://purl.obolibrary.org/obo/UBERON_0014613
http://purl.obolibrary.org/obo/UBERON_0029626,part_of,http://purl.obolibrary.org/obo/UBERON_0014613
http://purl.obolibrary.org/obo/UBERON_0014613,part_of,http://purl.obolibrary.org/obo/UBERON_0002726
http://purl.obolibrary.org/obo/UBERON_0005841,part_of,http://purl.obolibrary.org/obo/UBERON_0002726
http://purl.obolibrary.org/obo/UBERON_0014620,part_of,http://purl.obolibrary.org/obo/UBERON_0002726
http://purl.obolibrary.org/obo/UBERON_0014619,part_of,http://purl.obolibrary.org/obo/UBERON_0002726
http://purl.obolibrary.org/obo/UBERON_0007836,part_of,http://purl.obolibrary.org/obo/UBERON_0002726
http://purl.obolibrary.org/obo/UBERON_0007714,part_of,http://purl.obolibrary.org/obo/UBERON_0002726
http://purl.obolibrary.org/obo/UBERON_0005854,part_of,http://purl.obolibrary.org/obo/UBERON_0002726
http://purl.obolibrary.org/obo/UBERON_0005849,part_of,http://purl.obolibrary.org/obo/UBERON_0002726
http://purl.obolibrary.org/obo/UBERON_0014621,part_of,http://purl.obolibrary.org/obo/UBERON_0002726
http://purl.obolibrary.org/obo/UBERON_0014614,part_of,http://purl.obolibrary.org/obo/UBERON_0002726
http://purl.obolibrary.org/obo/UBERON_0029626,part_of,http://purl.obolibrary.org/obo/UBERON_0002726
http://purl.obolibrary.org/obo/UBERON_0003846,part_of,http://purl.obolibrary.org/obo/UBERON_0002123
http://purl.obolibrary.org/obo/UBERON_0001021,part_of,http://purl.obolibrary.org/obo/UBERON_0002123
http://purl.obolibrary.org/obo/UBERON_0018243,part_of,http://purl.obolibrary.org/obo/UBERON_0002123
https://purl.org/ccf/ASCTB-TEMP_internal-occipital-protuberance-of-squamous-part-of-occipital-bone,part_of,http://purl.obolibrary.org/obo/UBERON_0001676
https://purl.org/ccf/ASCTB-TEMP_external-occipital-protuberance-of-squamous-part-of-occipital-bone,part_of,http://purl.obolibrary.org/obo/UBERON_0001676
https://purl.org/ccf/ASCTB-TEMP_groove-for-transverse-sinus-of-squamous-part-of-occipital-bone,part_of,http://purl.obolibrary.org/obo/UBERON_0001676
https://purl.org/ccf/ASCTB-TEMP_hypoglossal-canal-of-basilar-part-of-occipital-bone,part_of,http://purl.obolibrary.org/obo/UBERON_0001676
https://purl.org/ccf/ASCTB-TEMP_foramen-magnum-of-basilar-part-of-occipital-bone,part_of,http://purl.obolibrary.org/obo/UBERON_0001676
https://purl.org/ccf/ASCTB-TEMP_jugular-foramen-of-basilar-part-of-occipital-bone,part_of,http://purl.obolibrary.org/obo/UBERON_0001676
https://purl.org/ccf/ASCTB-TEMP_inferior-nuchal-line-of-squamous-part-of-occipital-bone,part_of,http://purl.obolibrary.org/obo/UBERON_0001676
https://purl.org/ccf/ASCTB-TEMP_superior-nuchal-line-of-squamous-part-of-occipital-bone,part_of,http://purl.obolibrary.org/obo/UBERON_0001676
https://purl.org/ccf/ASCTB-TEMP_occipital-condyle-of-basilar-part-of-occipital-bone,part_of,http://purl.obolibrary.org/obo/UBERON_0001676
http://purl.obolibrary.org/obo/UBERON_0001676,part_of,http://purl.obolibrary.org/obo/UBERON_0001703
http://purl.obolibrary.org/obo/UBERON_0001679,part_of,http://purl.obolibrary.org/obo/UBERON_0001703
http://purl.obolibrary.org/obo/UBERON_0001677,part_of,http://purl.obolibrary.org/obo/UBERON_0001703
http://purl.obolibrary.org/obo/UBERON_0000209,part_of,http://purl.obolibrary.org/obo/UBERON_0001703
http://purl.obolibrary.org/obo/UBERON_0000210,part_of,http://purl.obolibrary.org/obo/UBERON_0001703
http://purl.obolibrary.org/obo/UBERON_0001678,part_of,http://purl.obolibrary.org/obo/UBERON_0001703
http://purl.obolibrary.org/obo/UBERON_0002000,part_of,http://purl.obolibrary.org/obo/UBERON_0001383
https://purl.org/ccf/ASCTB-TEMP_lateral-compartmet-of-leg-muscle,part_of,http://purl.obolibrary.org/obo/UBERON_0001383
https://purl.org/ccf/ASCTB-TEMP_sole-of-foot-muscle,part_of,http://purl.obolibrary.org/obo/UBERON_0001383
https://purl.org/ccf/ASCTB-TEMP_anterior-compartment-of-leg-muscle,part_of,http://purl.obolibrary.org/obo/UBERON_0001383
https://purl.org/ccf/ASCTB-TEMP_posterior-compartment-of-thigh-muscle,part_of,http://purl.obolibrary.org/obo/UBERON_0001383
https://purl.org/ccf/ASCTB-TEMP_posterior-compartment-of-leg-muscle,part_of,http://purl.obolibrary.org/obo/UBERON_0001383
https://purl.org/ccf/ASCTB-TEMP_medial-compartment-of-thigh-muscle,part_of,http://purl.obolibrary.org/obo/UBERON_0001383
https://purl.org/ccf/ASCTB-TEMP_dorsum-of-foot-muscle,part_of,http://purl.obolibrary.org/obo/UBERON_0001383
https://purl.org/ccf/ASCTB-TEMP_anterior-compartment-of-thigh-muscle,part_of,http://purl.obolibrary.org/obo/UBERON_0001383
https://purl.org/ccf/ASCTB-TEMP_posterior-abdominal-wall-muscle,part_of,http://purl.obolibrary.org/obo/UBERON_0001383
http://purl.obolibrary.org/obo/UBERON_0002771,part_of,http://purl.obolibrary.org/obo/UBERON_0001871
http://purl.obolibrary.org/obo/UBERON_0002751,part_of,http://purl.obolibrary.org/obo/UBERON_0001871
http://purl.obolibrary.org/obo/UBERON_0022364,part_of,http://purl.obolibrary.org/obo/UBERON_0001871
http://purl.obolibrary.org/obo/UBERON_0002576,part_of,http://purl.obolibrary.org/obo/UBERON_0001871
http://purl.obolibrary.org/obo/UBERON_0002769,part_of,http://purl.obolibrary.org/obo/UBERON_0001871
http://purl.obolibrary.org/obo/UBERON_0023861,part_of,http://purl.obolibrary.org/obo/UBERON_0001871
http://purl.obolibrary.org/obo/UBERON_0022268,part_of,http://purl.obolibrary.org/obo/UBERON_0001871
https://purl.org/ccf/ASCTB-TEMP_transverse-temporal-gyrus-heschl-s-gyrus-,part_of,http://purl.obolibrary.org/obo/UBERON_0001871
http://purl.obolibrary.org/obo/UBERON_0006805,part_of,http://purl.obolibrary.org/obo/UBERON_0001105
https://purl.org/ccf/ASCTB-TEMP_subclavian-groove-of-clavicle,part_of,http://purl.obolibrary.org/obo/UBERON_0001105
https://purl.org/ccf/ASCTB-TEMP_acromial-facet-of-clavicle,part_of,http://purl.obolibrary.org/obo/UBERON_0001105
https://purl.org/ccf/ASCTB-TEMP_sternal-facet-of-clavicle,part_of,http://purl.obolibrary.org/obo/UBERON_0001105
https://purl.org/ccf/ASCTB-TEMP_conoid-tubercle-of-clavicle,part_of,http://purl.obolibrary.org/obo/UBERON_0001105
https://purl.org/ccf/ASCTB-TEMP_trapezoid-line-of-clavicle,part_of,http://purl.obolibrary.org/obo/UBERON_0001105
https://purl.org/ccf/ASCTB-TEMP_acromial-end-of-clavicle,part_of,http://purl.obolibrary.org/obo/UBERON_0001105
https://purl.org/ccf/ASCTB-TEMP_shaft-of-clavicle,part_of,http://purl.obolibrary.org/obo/UBERON_0001105
https://purl.org/ccf/ASCTB-TEMP_costal-region-bone,part_of,http://purl.obolibrary.org/obo/UBERON_0014477
https://purl.org/ccf/ASCTB-TEMP_sternal-region-bone,part_of,http://purl.obolibrary.org/obo/UBERON_0014477
http://purl.obolibrary.org/obo/UBERON_0014477,part_of,http://purl.obolibrary.org/obo/UBERON_0005944
http://purl.obolibrary.org/obo/UBERON_0001130,part_of,http://purl.obolibrary.org/obo/UBERON_0005944
http://purl.obolibrary.org/obo/UBERON_0004766,part_of,http://purl.obolibrary.org/obo/UBERON_0005944
http://purl.org/sig/ont/fma/fma52728,part_of,http://purl.obolibrary.org/obo/UBERON_0000377
http://purl.org/sig/ont/fma/fma52797,part_of,http://purl.obolibrary.org/obo/UBERON_0000377
http://purl.org/sig/ont/fma/fma52978,part_of,http://purl.obolibrary.org/obo/UBERON_0000377
http://purl.org/sig/ont/fma/fma52731,part_of,http://purl.obolibrary.org/obo/UBERON_0000377
http://purl.org/sig/ont/fma/fma52967,part_of,http://purl.obolibrary.org/obo/UBERON_0000377
http://purl.org/sig/ont/fma/fma52805,part_of,http://purl.obolibrary.org/obo/UBERON_0000377
http://purl.org/sig/ont/fma/fma52930,part_of,http://purl.obolibrary.org/obo/UBERON_0000377
http://purl.org/sig/ont/fma/fma52802,part_of,http://purl.obolibrary.org/obo/UBERON_0000377
http://purl.org/sig/ont/fma/fma77524,part_of,http://purl.obolibrary.org/obo/UBERON_0000377
http://purl.org/sig/ont/fma/fma52783,part_of,http://purl.obolibrary.org/obo/UBERON_0000377
http://purl.org/sig/ont/fma/fma52782,part_of,http://purl.obolibrary.org/obo/UBERON_0000377
http://purl.org/sig/ont/fma/fma52754,part_of,http://purl.obolibrary.org/obo/UBERON_0000377
http://purl.org/sig/ont/fma/fma55175,part_of,http://purl.org/sig/ont/fma/fma6873
http://purl.org/sig/ont/fma/fma55174,part_of,http://purl.org/sig/ont/fma/fma6873
http://purl.obolibrary.org/obo/UBERON_0004326,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0004324,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0001453,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0003652,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0002395,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0001451,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0004319,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0001452,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0004316,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0004336,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0001450,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0004335,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0004327,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0001454,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0003651,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0003654,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0003653,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0004317,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0003650,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0004315,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0004333,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0004332,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0004334,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0004318,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0004325,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
http://purl.obolibrary.org/obo/UBERON_0001455,part_of,http://purl.obolibrary.org/obo/UBERON_0005899
https://purl.org/ccf/ASCTB-TEMP_head-of-first-metacarpal-bone,part_of,http://purl.obolibrary.org/obo/UBERON_0003645
https://purl.org/ccf/ASCTB-TEMP_base-of-first-metacarpal-bone,part_of,http://purl.obolibrary.org/obo/UBERON_0003645
https://purl.org/ccf/ASCTB-TEMP_shaft-of-first-metacarpal-bone,part_of,http://purl.obolibrary.org/obo/UBERON_0003645
https://purl.org/ccf/ASCTB-TEMP_shaft-of-third-metatarsal-bone,part_of,http://purl.obolibrary.org/obo/UBERON_0003652
https://purl.org/ccf/ASCTB-TEMP_head-of-third-metatarsal-bone,part_of,http://purl.obolibrary.org/obo/UBERON_0003652
https://purl.org/ccf/ASCTB-TEMP_base-of-third-metatarsal-bone,part_of,http://purl.obolibrary.org/obo/UBERON_0003652
http://purl.obolibrary.org/obo/UBERON_0015180,part_of,http://purl.obolibrary.org/obo/UBERON_0002395
https://purl.org/ccf/ASCTB-TEMP_head-of-talus,part_of,http://purl.obolibrary.org/obo/UBERON_0002395
https://purl.org/ccf/ASCTB-TEMP_posterior-process-of-talus,part_of,http://purl.obolibrary.org/obo/UBERON_0002395
https://purl.org/ccf/ASCTB-TEMP_lateral-process-of-talus,part_of,http://purl.obolibrary.org/obo/UBERON_0002395
https://purl.org/ccf/ASCTB-TEMP_trochlea-of-talus,part_of,http://purl.obolibrary.org/obo/UBERON_0002395
https://purl.org/ccf/ASCTB-TEMP_palmar-carpal-arterial-arch,part_of,http://purl.org/sig/ont/fma/fma22750
http://purl.obolibrary.org/obo/UBERON_0034987,part_of,http://purl.org/sig/ont/fma/fma8767
http://purl.org/sig/ont/fma/fma53426,part_of,http://purl.obolibrary.org/obo/UBERON_0001647
http://purl.org/sig/ont/fma/fma53425,part_of,http://purl.obolibrary.org/obo/UBERON_0001647
http://purl.org/sig/ont/fma/fma53417,part_of,http://purl.obolibrary.org/obo/UBERON_0001647
http://purl.org/sig/ont/fma/fma53298,part_of,http://purl.obolibrary.org/obo/UBERON_0001647
http://purl.org/sig/ont/fma/fma53310,part_of,http://purl.obolibrary.org/obo/UBERON_0001647
http://purl.org/sig/ont/fma/fma53365,part_of,http://purl.obolibrary.org/obo/UBERON_0001647
http://purl.org/sig/ont/fma/fma53288,part_of,http://purl.obolibrary.org/obo/UBERON_0001647
http://purl.org/sig/ont/fma/fma53291,part_of,http://purl.obolibrary.org/obo/UBERON_0001647
http://purl.org/sig/ont/fma/fma53293,part_of,http://purl.obolibrary.org/obo/UBERON_0001647
http://purl.org/sig/ont/fma/fma53396,part_of,http://purl.obolibrary.org/obo/UBERON_0001647
http://purl.org/sig/ont/fma/fma53228,part_of,http://purl.obolibrary.org/obo/UBERON_0001647
http://purl.org/sig/ont/fma/fma53278,part_of,http://purl.obolibrary.org/obo/UBERON_0001647
http://purl.org/sig/ont/fma/fma53275,part_of,http://purl.obolibrary.org/obo/UBERON_0001647
http://purl.org/sig/ont/fma/fma53303,part_of,http://purl.obolibrary.org/obo/UBERON_0001647
http://purl.org/sig/ont/fma/fma53307,part_of,http://purl.obolibrary.org/obo/UBERON_0001647
http://purl.org/sig/ont/fma/fma71544,part_of,http://purl.obolibrary.org/obo/UBERON_0001192
http://purl.org/sig/ont/fma/fma22817,part_of,http://purl.obolibrary.org/obo/UBERON_0001406
http://purl.obolibrary.org/obo/UBERON_0002249,part_of,http://purl.obolibrary.org/obo/UBERON_0001406
http://purl.obolibrary.org/obo/UBERON_0006564,part_of,http://purl.obolibrary.org/obo/UBERON_0001406
http://purl.org/sig/ont/fma/fma22824,part_of,http://purl.obolibrary.org/obo/UBERON_0001406
http://purl.org/sig/ont/fma/fma22803,part_of,http://purl.obolibrary.org/obo/UBERON_0001406
http://purl.org/sig/ont/fma/fma22820,part_of,http://purl.obolibrary.org/obo/UBERON_0001406
http://purl.org/sig/ont/fma/fma22800,part_of,http://purl.obolibrary.org/obo/UBERON_0001406
http://purl.org/sig/ont/fma/fma22806,part_of,http://purl.obolibrary.org/obo/UBERON_0001406
http://purl.obolibrary.org/obo/UBERON_0006198,part_of,http://purl.obolibrary.org/obo/UBERON_0004688
http://purl.obolibrary.org/obo/UBERON_0012321,part_of,http://purl.obolibrary.org/obo/UBERON_0004688
http://purl.obolibrary.org/obo/UBERON_0000156,part_of,http://purl.obolibrary.org/obo/UBERON_0000155
http://purl.obolibrary.org/obo/UBERON_0000157,part_of,http://purl.obolibrary.org/obo/UBERON_0000155
https://purl.org/ccf/ASCTB-TEMP_head-of-ninth-rib,part_of,http://purl.obolibrary.org/obo/UBERON_0004608
https://purl.org/ccf/ASCTB-TEMP_tubercle-of-ninth-rib,part_of,http://purl.obolibrary.org/obo/UBERON_0004608
https://purl.org/ccf/ASCTB-TEMP_inferior-articular-facet-of-ninth-rib,part_of,http://purl.obolibrary.org/obo/UBERON_0004608
https://purl.org/ccf/ASCTB-TEMP_neck-of-ninth-rib,part_of,http://purl.obolibrary.org/obo/UBERON_0004608
https://purl.org/ccf/ASCTB-TEMP_articular-facet-of-tubercle-of-ninth-rib,part_of,http://purl.obolibrary.org/obo/UBERON_0004608
https://purl.org/ccf/ASCTB-TEMP_body-of-ninth-rib,part_of,http://purl.obolibrary.org/obo/UBERON_0004608
https://purl.org/ccf/ASCTB-TEMP_angle-of-ninth-rib,part_of,http://purl.obolibrary.org/obo/UBERON_0004608
https://purl.org/ccf/ASCTB-TEMP_costal-groove-of-ninth-rib,part_of,http://purl.obolibrary.org/obo/UBERON_0004608
https://purl.org/ccf/ASCTB-TEMP_crest-of-head-of-ninth-rib,part_of,http://purl.obolibrary.org/obo/UBERON_0004608
https://purl.org/ccf/ASCTB-TEMP_superior-articular-facet-of-ninth-rib,part_of,http://purl.obolibrary.org/obo/UBERON_0004608
https://purl.org/ccf/ASCTB-TEMP_sternal-end-of-ninth-rib,part_of,http://purl.obolibrary.org/obo/UBERON_0004608
https://purl.org/ccf/ASCTB-TEMP_non-articular-facet-of-tubercle-of-ninth-rib,part_of,http://purl.obolibrary.org/obo/UBERON_0004608
http://purl.obolibrary.org/obo/UBERON_0005192,part_of,http://purl.obolibrary.org/obo/UBERON_0001310
http://purl.obolibrary.org/obo/UBERON_0003712,part_of,http://purl.obolibrary.org/obo/UBERON_0007160
http://purl.obolibrary.org/obo/UBERON_0007160,part_of,http://purl.obolibrary.org/obo/UBERON_0001586
http://purl.obolibrary.org/obo/UBERON_0034982,part_of,http://purl.obolibrary.org/obo/UBERON_0001586
http://purl.obolibrary.org/obo/UBERON_0001653,part_of,http://purl.obolibrary.org/obo/UBERON_0001586
http://purl.obolibrary.org/obo/UBERON_0034981,part_of,http://purl.obolibrary.org/obo/UBERON_0001586
http://purl.obolibrary.org/obo/UBERON_0006634,part_of,http://purl.obolibrary.org/obo/UBERON_0001586
http://purl.obolibrary.org/obo/UBERON_0005475,part_of,http://purl.obolibrary.org/obo/UBERON_0001586
http://purl.obolibrary.org/obo/UBERON_0034965,part_of,http://purl.obolibrary.org/obo/UBERON_0001586
http://purl.obolibrary.org/obo/UBERON_0007157,part_of,http://purl.obolibrary.org/obo/UBERON_0001586
https://purl.org/ccf/ASCTB-TEMP_common-facial-vein,part_of,http://purl.obolibrary.org/obo/UBERON_0001586
http://purl.obolibrary.org/obo/UBERON_0000482,part_of,http://purl.obolibrary.org/obo/UBERON_0006761
http://purl.org/sig/ont/fma/fma44809,part_of,http://purl.org/sig/ont/fma/fma44699
http://purl.org/sig/ont/fma/fma44813,part_of,http://purl.org/sig/ont/fma/fma44699
http://purl.org/sig/ont/fma/fma80082,part_of,http://purl.org/sig/ont/fma/fma44699
http://purl.org/sig/ont/fma/fma82970,part_of,http://purl.org/sig/ont/fma/fma44699
http://purl.org/sig/ont/fma/fma44814,part_of,http://purl.org/sig/ont/fma/fma44699
http://purl.org/sig/ont/fma/fma44810,part_of,http://purl.org/sig/ont/fma/fma44699
http://purl.org/sig/ont/fma/fma44812,part_of,http://purl.org/sig/ont/fma/fma44699
http://purl.org/sig/ont/fma/fma44811,part_of,http://purl.org/sig/ont/fma/fma44699
http://purl.org/sig/ont/fma/fma80079,part_of,http://purl.org/sig/ont/fma/fma44699
http://purl.org/sig/ont/fma/fma49477,part_of,http://purl.obolibrary.org/obo/UBERON_0001613
http://purl.org/sig/ont/fma/fma49599,part_of,http://purl.obolibrary.org/obo/UBERON_0001613
http://purl.org/sig/ont/fma/fma49602,part_of,http://purl.obolibrary.org/obo/UBERON_0001613
http://purl.org/sig/ont/fma/fma49618,part_of,http://purl.obolibrary.org/obo/UBERON_0001613
http://purl.org/sig/ont/fma/fma49608,part_of,http://purl.obolibrary.org/obo/UBERON_0001613
http://purl.org/sig/ont/fma/fma49621,part_of,http://purl.obolibrary.org/obo/UBERON_0001613
https://purl.org/ccf/ASCTB-TEMP_stylomastoid-branch-of-occipital-artery,part_of,http://purl.obolibrary.org/obo/UBERON_0001613
http://purl.obolibrary.org/obo/UBERON_0001100,part_of,http://purl.obolibrary.org/obo/UBERON_0001495
http://purl.obolibrary.org/obo/UBERON_0002381,part_of,http://purl.obolibrary.org/obo/UBERON_0001495
http://purl.org/sig/ont/fma/fma234924,part_of,http://purl.org/sig/ont/fma/fma71743
http://purl.org/sig/ont/fma/fma8810,part_of,http://purl.org/sig/ont/fma/fma6296
http://purl.org/sig/ont/fma/fma8606,part_of,http://purl.org/sig/ont/fma/fma6296
http://purl.org/sig/ont/fma/fma11227,part_of,http://purl.org/sig/ont/fma/fma6296
https://purl.org/ccf/ASCTB-TEMP_submucosa,part_of,http://purl.obolibrary.org/obo/UBERON_0004946
https://purl.org/ccf/ASCTB-TEMP_submucosal-plexus-of-meissner,part_of,http://purl.obolibrary.org/obo/UBERON_0004946
http://purl.obolibrary.org/obo/UBERON_0004989,part_of,http://purl.obolibrary.org/obo/UBERON_0022276
http://purl.obolibrary.org/obo/UBERON_0003335,part_of,http://purl.obolibrary.org/obo/UBERON_0022276
http://purl.obolibrary.org/obo/UBERON_0000317,part_of,http://purl.obolibrary.org/obo/UBERON_0022276
http://purl.obolibrary.org/obo/UBERON_0003331,part_of,http://purl.obolibrary.org/obo/UBERON_0022276
http://purl.obolibrary.org/obo/UBERON_0007178,part_of,http://purl.obolibrary.org/obo/UBERON_0022276
http://purl.obolibrary.org/obo/UBERON_0012375,part_of,http://purl.obolibrary.org/obo/UBERON_0022276
http://purl.obolibrary.org/obo/UBERON_0012419,part_of,http://purl.obolibrary.org/obo/UBERON_0022276
http://purl.obolibrary.org/obo/UBERON_0012489,part_of,http://purl.obolibrary.org/obo/UBERON_0022276
http://purl.obolibrary.org/obo/UBERON_0002303,part_of,http://purl.obolibrary.org/obo/UBERON_0003517
http://purl.obolibrary.org/obo/UBERON_0001986,part_of,http://purl.obolibrary.org/obo/UBERON_0003517
http://purl.obolibrary.org/obo/UBERON_0003517,part_of,http://purl.obolibrary.org/obo/UBERON_0006544
http://purl.obolibrary.org/obo/UBERON_0004726,part_of,http://purl.obolibrary.org/obo/UBERON_0006544
http://purl.obolibrary.org/obo/UBERON_0003527,part_of,http://purl.obolibrary.org/obo/UBERON_0006544
http://purl.obolibrary.org/obo/UBERON_0034884,part_of,http://purl.obolibrary.org/obo/UBERON_0006544
https://purl.org/ccf/ASCTB-TEMP_kidney-lymphatic-vessel,part_of,http://purl.obolibrary.org/obo/UBERON_0006544
http://purl.obolibrary.org/obo/UBERON_0001905,part_of,http://purl.obolibrary.org/obo/UBERON_0001899
https://purl.org/ccf/ASCTB-TEMP_habenular-nuclei,part_of,http://purl.obolibrary.org/obo/UBERON_0001899
https://purl.org/ccf/ASCTB-TEMP_paraventricular-nucleus-of-thalamus,part_of,http://purl.obolibrary.org/obo/UBERON_0001899
http://purl.org/sig/ont/fma/fma4997,part_of,http://purl.obolibrary.org/obo/UBERON_0006665
http://purl.org/sig/ont/fma/fma4990,part_of,http://purl.obolibrary.org/obo/UBERON_0006665
http://purl.org/sig/ont/fma/fma4976,part_of,http://purl.obolibrary.org/obo/UBERON_0006665
http://purl.org/sig/ont/fma/fma4837,part_of,http://purl.obolibrary.org/obo/UBERON_0006665
http://purl.org/sig/ont/fma/fma4983,part_of,http://purl.obolibrary.org/obo/UBERON_0006665
http://purl.org/sig/ont/fma/fma5004,part_of,http://purl.obolibrary.org/obo/UBERON_0006665
http://purl.obolibrary.org/obo/UBERON_0002655,part_of,http://purl.obolibrary.org/obo/UBERON_0002285
http://purl.obolibrary.org/obo/UBERON_0004672,part_of,http://purl.obolibrary.org/obo/UBERON_0002285
http://purl.obolibrary.org/obo/UBERON_0002651,part_of,http://purl.obolibrary.org/obo/UBERON_0002285
http://purl.obolibrary.org/obo/UBERON_0006091,part_of,http://purl.obolibrary.org/obo/UBERON_0002285
https://purl.org/ccf/ASCTB-TEMP_atrium-of-lateral-ventricle,part_of,http://purl.obolibrary.org/obo/UBERON_0002285
http://purl.obolibrary.org/obo/UBERON_0002505,part_of,http://purl.org/sig/ont/fma/fma52242
http://purl.org/sig/ont/fma/fma52246,part_of,http://purl.org/sig/ont/fma/fma52242
https://purl.org/ccf/ASCTB-TEMP_posterior-vestibular-artery,part_of,http://purl.org/sig/ont/fma/fma52242
https://purl.org/ccf/ASCTB-TEMP_main-cochlear-artery,part_of,http://purl.org/sig/ont/fma/fma52242
http://purl.obolibrary.org/obo/UBERON_0013485,part_of,http://purl.obolibrary.org/obo/UBERON_0000314
