organ,id,rdfs_label,name
peripheral_nervous_system,FMA:53071,branch of mandibular nerve to otic ganglion,branch of mandibular nerve to otic ganglion
peripheral_nervous_system,FMA:53103,masseteric nerve,masseteric nerve
peripheral_nervous_system,FMA:53190,branch of masseteric nerve to temporomandibular joint,branch of masseteric nerve to temporomandibular joint
peripheral_nervous_system,FMA:53189,masseteric nerve proper,masseteric nerve proper
peripheral_nervous_system,FMA:53047,meningeal branch of mandibular nerve,meningeal branch of mandibular nerve
peripheral_nervous_system,FMA:53050,anterior meningeal branch of mandibular nerve,anterior meningeal branch of mandibular nerve
peripheral_nervous_system,FMA:53051,posterior meningeal branch of mandibular nerve,posterior meningeal branch of mandibular nerve
peripheral_nervous_system,FMA:53187,deep temporal nerve,deep temporal nerve
peripheral_nervous_system,FMA:53112,anterior deep temporal nerve,anterior deep temporal nerve
peripheral_nervous_system,FMA:53113,posterior deep temporal nerve,posterior deep temporal nerve
peripheral_nervous_system,FMA:53056,medial pterygoid nerve,branch of mandibular nerve to medial pterygoid
peripheral_nervous_system,FMA:53100,nerve to tensor tympani,branch of mandibular nerve to tensor tympani
peripheral_nervous_system,FMA:53075,nerve to tensor veli palatini,branch of mandibular nerve to tensor veli palatini
peripheral_nervous_system,UBERON:0000377,maxillary nerve,maxillary nerve
peripheral_nervous_system,FMA:52802,greater palatine nerve,greater palatine nerve
peripheral_nervous_system,FMA:52814,branch of greater palatine nerve to gingiva,branch of greater palatine nerve to gingiva
peripheral_nervous_system,FMA:52815,branch of greater palatine nerve to mucosa of hard palate,branch of greater palatine nerve to mucosa of hard palate
peripheral_nervous_system,FMA:52823,posterior inferior nasal nerve,posterior inferior nasal branch of greater palatine nerve
peripheral_nervous_system,FMA:52816,communicating branch of greater palatine nerve with nasopalatine nerve,communicating branch of greater palatine nerve with nasopalatine nerve
peripheral_nervous_system,FMA:52978,infra-orbital nerve,infraorbital nerve
peripheral_nervous_system,FMA:52985,internal nasal branch of infra-orbital nerve,internal nasal branch of infra-orbital nerve
peripheral_nervous_system,FMA:52984,external nasal branch of infra-orbital nerve,external nasal branch of infra-orbital nerve
peripheral_nervous_system,FMA:52983,inferior palpebral branch of infra-orbital nerve,inferior palpebral branch of infra-orbital nerve
peripheral_nervous_system,FMA:52986,superior labial branch of infra-orbital nerve,superior labial branch of infra-orbital nerve
peripheral_nervous_system,FMA:52805,lesser palatine nerve,lesser palatine nerve
peripheral_nervous_system,FMA:52925,branch of lesser palatine nerve to soft palate,branch of lesser palatine nerve to soft palate
peripheral_nervous_system,FMA:52839,tonsillar branch of lesser palatine nerve,tonsillar branch of lesser palatine nerve
peripheral_nervous_system,FMA:52843,uvular branch of lesser palatine nerve,uvular branch of lesser palatine nerve
peripheral_nervous_system,FMA:52967,zygomatic nerve,zygomatic nerve
peripheral_nervous_system,FMA:52973,zygomaticofacial branch of zygomatic nerve,zygomaticofacial branch of zygomatic nerve
peripheral_nervous_system,FMA:52972,zygomaticotemporal branch of zygomatic nerve,zygomaticotemporal branch of zygomatic nerve
peripheral_nervous_system,FMA:52731,ganglionic branch of maxillary nerve to pterygopalatine ganglion,pterygopalatine nerve
peripheral_nervous_system,FMA:52782,lateral posterior superior nasal nerve,lateral posterior superior nasal nerve
peripheral_nervous_system,FMA:52783,medial posterior superior nasal nerve,medial posterior superior nasal nerve
peripheral_nervous_system,FMA:52728,middle meningeal nerve,meningeal branch of maxillary nerve
peripheral_nervous_system,FMA:52797,nasopalatine nerve,scarpa's nerve
peripheral_nervous_system,FMA:52754,orbital branch of maxillary nerve,orbital branch of maxillary nerve
peripheral_nervous_system,FMA:52772,orbital branch of maxillary nerve to ethmoidal sinus,orbital branch of maxillary nerve to ethmoidal sinus
peripheral_nervous_system,FMA:52755,orbital branch of maxillary nerve to orbitalis,orbital branch of maxillary nerve to orbitalis
peripheral_nervous_system,FMA:52756,orbital branch of maxillary nerve to sphenoidal sinus,orbital branch of maxillary nerve to sphenoidal sinus
peripheral_nervous_system,FMA:77524,pharyngeal nerve,pharyngeal nerve
peripheral_nervous_system,FMA:52930,superior alveolar nerve,superior alveolar nerve
peripheral_nervous_system,FMA:52935,anterior superior alveolar nerve,anterior superior alveolar nerve
peripheral_nervous_system,FMA:52932,middle superior alveolar nerve,middle superior alveolar nerve
peripheral_nervous_system,FMA:52931,posterior superior alveolar nerve,posterior superior alveolar nerve
peripheral_nervous_system,UBERON:0000348,ophthalmic nerve,ophthalmic nerve
peripheral_nervous_system,FMA:52638,frontal nerve,frontal nerve
peripheral_nervous_system,FMA:52668,nasociliary nerve,nasociliary nerve
peripheral_nervous_system,FMA:52675,anterior ethmoidal nerve,anterior ethmoidal nerve
peripheral_nervous_system,FMA:52688,external nasal nerve,external nasal branch of anterior ethmoidal nerve
peripheral_nervous_system,FMA:52679,internal nasal branch of anterior ethmoidal nerve,internal nasal branch of anterior ethmoidal nerve
peripheral_nervous_system,FMA:52681,lateral internal nasal branch of anterior ethmoidal nerve,lateral internal nasal branch of anterior ethmoidal nerve
peripheral_nervous_system,FMA:52680,medial internal nasal branch of anterior ethmoidal nerve,medial internal nasal branch of anterior ethmoidal nerve
peripheral_nervous_system,FMA:52693,infratrochlear nerve,infratrochlear nerve
peripheral_nervous_system,FMA:52705,cutaneous branch of infratrochlear nerve to eyelid,cutaneous branch of infratrochlear nerve to eyelid
peripheral_nervous_system,FMA:52711,lacrimal branch of infratrochlear nerve,lacrimal branch of infratrochlear nerve
peripheral_nervous_system,FMA:52708,palpebral branch of infratrochlear nerve,palpebral branch of infratrochlear nerve
peripheral_nervous_system,FMA:52714,posterior ethmoidal nerve,posterior ethmoidal nerve
peripheral_nervous_system,FMA:52742,anterior meningeal branch of posterior ethmoidal nerve,anterior meningeal branch of posterior ethmoidal nerve
peripheral_nervous_system,FMA:52718,branch of posterior ethmoidal nerve to ethmoidal sinus,branch of posterior ethmoidal nerve to ethmoidal sinus
peripheral_nervous_system,FMA:52719,branch of posterior ethmoidal nerve to sphenoidal sinus,branch of posterior ethmoidal nerve to sphenoidal sinus
peripheral_nervous_system,FMA:52691,long ciliary nerve,long ciliary nerve
peripheral_nervous_system,FMA:52692,long ciliary nerve to ciliary body,long ciliary nerve to ciliary body
peripheral_nervous_system,FMA:52695,long ciliary nerve to dilatator pupillae,long ciliary nerve to dilatator pupillae
peripheral_nervous_system,FMA:52694,long ciliary nerve to iris,long ciliary nerve to iris
peripheral_nervous_system,FMA:52672,communicating branch of nasociliary nerve with ciliary ganglion,communicating branch of nasociliary nerve with ciliary ganglion
peripheral_nervous_system,FMA:52655,supra-orbital nerve,supraorbital nerve
peripheral_nervous_system,FMA:52660,lateral branch of supra-orbital nerve,lateral branch of supraorbital nerve
peripheral_nervous_system,FMA:52659,medial branch of supra-orbital nerve,medial branch of supraorbital nerve
peripheral_nervous_system,FMA:52665,supra-orbital nerve proper,supra-orbital nerve proper
peripheral_nervous_system,FMA:52642,supratrochlear nerve,supratrochlear nerve
peripheral_nervous_system,FMA:52646,conjunctival branch of supratrochlear nerve,branch of supratrochlear nerve to conjunctiva
peripheral_nervous_system,FMA:52648,cutaneous branch of supratrochlear nerve to forehead,branch of supratrochlear nerve to skin of forehead
peripheral_nervous_system,FMA:52647,cutaneous branch of supratrochlear nerve to upper eyelid,branch of supratrochlear nerve to skin of upper eyelid
peripheral_nervous_system,FMA:52628,lacrimal nerve,lacrimal nerve
peripheral_nervous_system,FMA:52632,lacrimal nerve proper,lacrimal nerve proper
peripheral_nervous_system,FMA:52633,communicating branch of lacrimal nerve with zygomaticotemporal branch of zygomatic nerve,communicating branch of lacrimal nerve with zygomaticotemporal branch of zygomatic nerve
peripheral_nervous_system,FMA:52625,tentorial nerve,tentorial nerve
peripheral_nervous_system,UBERON:0001646,abducens nerve,abducens nerve
peripheral_nervous_system,UBERON:0001647,facial nerve,facial nerve
peripheral_nervous_system,FMA:53310,buccal branch of facial nerve,buccal branch of facial nerve
peripheral_nervous_system,FMA:53324,superficial buccal branch of facial nerve,superficial buccal branch of facial nerve
peripheral_nervous_system,FMA:53370,nerve to depressor septi nasi,nerve to depressor septi nasi
peripheral_nervous_system,FMA:53369,nerve to nasalis,superficial buccal branch of facial nerve to nasalis
peripheral_nervous_system,FMA:53330,nerve to procerus,uperficial buccal branch of facial nerve to procerus
peripheral_nervous_system,FMA:53332,communicating branch of superficial buccal branch of facial nerve with external nasal nerve,communicating branch of superficial buccal branch of facial nerve with external nasal nerve
peripheral_nervous_system,FMA:53331,communicating branch of superficial buccal branch of facial nerve with infratrochlear nerve,communicating branch of superficial buccal branch of facial nerve with infratrochlear nerve
peripheral_nervous_system,FMA:53325,deep buccal branch of facial nerve,deep buccal branch of facial nerve
peripheral_nervous_system,FMA:53340,lower deep buccal branch of facial nerve,lower deep buccal branch of facial nerve
peripheral_nervous_system,FMA:53356,branch of lower deep buccal branch of facial nerve to orbicularis oris,branch of lower deep buccal branch of facial nerve to orbicularis oris
peripheral_nervous_system,FMA:53357,nerve to buccinator,branch of lower deep buccal branch of facial nerve to buccinator
peripheral_nervous_system,FMA:82666,nerve to zygomaticus minor,nerve to zygomaticus minor
peripheral_nervous_system,FMA:53339,upper deep buccal branch of facial nerve,upper deep buccal branch of facial nerve
peripheral_nervous_system,FMA:82660,nerve to levator anguli oris,nerve to levator anguli oris
peripheral_nervous_system,FMA:53352,nerve to levator labii superioris,branch of upper deep buccal branch of facial nerve to levator labii superioris
peripheral_nervous_system,FMA:82669,nerve to levator labii superioris alaeque nasi,nerve to levator labii superioris alaeque nasi
peripheral_nervous_system,FMA:53349,nerve to zygomaticus major,nerve to zygomaticus major
peripheral_nervous_system,FMA:53362,communicating branch of buccal branch of facial nerve with buccal nerve,communicating branch of buccal branch of facial nerve with buccal nerve
peripheral_nervous_system,FMA:53396,cervical branch of facial nerve,cervical branch of facial nerve
peripheral_nervous_system,FMA:53403,nerve to platysma,branch of cervical branch of facial nerve to platysma
peripheral_nervous_system,FMA:53406,communicating branch of cervical branch of facial nerve with transverse cutaneous cervical nerve,communicating branch of cervical branch of facial nerve with transverse cutaneous cervical nerve
peripheral_nervous_system,FMA:53278,posterior auricular nerve,auricularis posterior branch of facial nerve
peripheral_nervous_system,FMA:53283,occipital branch of posterior auricular nerve,branch of posterior auricular nerve to occipitalis
peripheral_nervous_system,FMA:53282,auricular branch of posterior auricular nerve,auricular branch of posterior auricular nerve
peripheral_nervous_system,FMA:82842,nerve to auricularis posterior,nerve to auricularis posterior
peripheral_nervous_system,FMA:82610,nerve to oblique muscle of auricle,nerve to oblique muscle of auricle
peripheral_nervous_system,FMA:82607,nerve to transverse muscle of auricle,nerve to transverse muscle of auricle
peripheral_nervous_system,FMA:53365,marginal mandibular branch of facial nerve,marginal mandibular branch of facial nerve
peripheral_nervous_system,FMA:82647,branch of marginal mandibular branch of facial nerve to orbicularis oris,branch of marginal mandibular branch of facial nerve to orbicularis oris
peripheral_nervous_system,FMA:82654,nerve to depressor anguli oris,nerve to depressor anguli oris
peripheral_nervous_system,FMA:82657,nerve to depressor labii inferioris,nerve to depressor labii inferioris
peripheral_nervous_system,FMA:81179,nerve to mentalis,nerve to mentalis
peripheral_nervous_system,FMA:53390,nerve to risorius,branch of marginal mandibular branch of facial nerve to risorius
peripheral_nervous_system,FMA:82651,nerve to transversus menti,nerve to transversus menti
peripheral_nervous_system,FMA:53393,communicating branch of marginal mandibular branch of facial nerve with mental nerve,communicating branch of marginal mandibular branch of facial nerve with mental nerve
peripheral_nervous_system,FMA:53291,temporal branch of facial nerve,temporal branch of facial nerve
peripheral_nervous_system,FMA:53377,branch of temporal branch of facial nerve to orbicularis oculi,branch of temporal branch of facial nerve to orbicularis oculi
peripheral_nervous_system,FMA:82613,nerve to antitragicus,nerve to antitragicus
peripheral_nervous_system,FMA:82603,nerve to auricularis anterior,nerve to auricularis anterior
peripheral_nervous_system,FMA:53378,nerve to auricularis superior,branch of temporal branch of facial nerve to auricularis superior
peripheral_nervous_system,FMA:53379,nerve to corrugator supercilii,branch of temporal branch of facial nerve to corrugator supercilii
peripheral_nervous_system,FMA:82674,nerve to depressor supercilii,nerve to depressor supercilii
peripheral_nervous_system,FMA:53376,nerve to frontalis,branch of temporal branch of facial nerve to frontalis
peripheral_nervous_system,FMA:82619,nerve to helicis major,nerve to helicis major
peripheral_nervous_system,FMA:82622,nerve to helicis minor,nerve to helicis minor
peripheral_nervous_system,FMA:79880,nerve to temporoparietalis,branch of temporal branch of facial nerve to temporoparietalis
peripheral_nervous_system,FMA:82616,nerve to tragicus,nerve to tragicus
peripheral_nervous_system,FMA:53307,zygomatic branch of facial nerve,zygomatic branch of facial nerve
peripheral_nervous_system,FMA:53314,branch of zygomatic branch of facial nerve to orbicularis oculi,branch of zygomatic branch of facial nerve to orbicularis oculi
peripheral_nervous_system,FMA:53315,communicating branch of zygomatic branch of facial nerve with lacrimal nerve,communicating branch of zygomatic branch of facial nerve with lacrimal nerve
peripheral_nervous_system,FMA:53316,communicating branch of zygomatic branch of facial nerve with zygomaticofacial branch of zygomatic nerve,communicating branch of zygomatic branch of facial nerve with zygomaticofacial branch of zygomatic nerve
peripheral_nervous_system,FMA:53288,branch of facial nerve to posterior belly of digastric,digastric branch of facial nerve
peripheral_nervous_system,FMA:53228,chorda tympani,chorda tympani nerve
peripheral_nervous_system,FMA:53303,frontal branch of facial nerve,parotid branch of facial nerve
peripheral_nervous_system,FMA:53417,greater petrosal nerve,greater superficial petrosal branch of facial nerve
peripheral_nervous_system,FMA:53298,nerve to stylohyoid,stylohyoid branch of facial nerve
peripheral_nervous_system,FMA:53275,stapedius nerve,branch of facial nerve to stapedius
peripheral_nervous_system,FMA:53293,communicating branch of facial nerve with glossopharyngeal nerve,communicating branch of facial nerve with glossopharyngeal nerve
peripheral_nervous_system,FMA:53425,communicating branch of sensory root of facial nerve with tympanic plexus,cmmunicating branch of intermediate nerve with tympanic plexus
peripheral_nervous_system,FMA:53426,communicating branch of sensory root of facial nerve with vagus nerve,communicating branch of intermediate nerve with vagus nerve
peripheral_nervous_system,UBERON:0001648,vestibulocochlear nerve,vestibulocochlear nerve
peripheral_nervous_system,FMA:53431,cochlear nerve,auditory nerve
peripheral_nervous_system,FMA:53401,vestibular nerve,vestibular nerve
peripheral_nervous_system,FMA:53455,anterior ampullary nerve,anterior ampullary nerve
peripheral_nervous_system,FMA:53461,lateral ampullary nerve,lateral ampullary nerve
peripheral_nervous_system,FMA:53464,posterior ampullary nerve,posterior ampullary nerve
peripheral_nervous_system,FMA:53467,saccular nerve,saccular nerve
peripheral_nervous_system,FMA:53434,utricular nerve,utricular nerve
peripheral_nervous_system,FMA:53442,utriculo-ampullary nerve,utriculo-ampullary nerve
peripheral_nervous_system,FMA:53458,cochlear communicating branch of vestibular nerve,cochlear communicating branch of vestibular nerve
peripheral_nervous_system,UBERON:0001649,glossopharyngeal nerve,glossopharyngeal nerve
peripheral_nervous_system,FMA:53488,carotid sinus nerve,carotid branch of glossopharyngeal nerve
peripheral_nervous_system,FMA:53491,lesser petrosal nerve,lesser superficial petrosal nerve
peripheral_nervous_system,FMA:53490,lingual branch of glossopharyngeal nerve,lingual branch of glossopharyngeal nerve
peripheral_nervous_system,FMA:53518,lingual branch of glossopharyngeal nerve to postsulcal part of tongue,lingual branch of glossopharyngeal nerve to postsulcal part of tongue
peripheral_nervous_system,FMA:53517,lingual branch of glossopharyngeal nerve to vallate papillae,lingual branch of glossopharyngeal nerve to vallate papillae
peripheral_nervous_system,FMA:53487,nerve to stylopharyngeus,stylopharyngeal branch of glossopharyngeal nerve
peripheral_nervous_system,FMA:77991,parotid branch of glossopharyngeal nerve,parotid branch of glossopharyngeal nerve
peripheral_nervous_system,FMA:53486,pharyngeal branch of glossopharyngeal nerve,pharyngeal branch of glossopharyngeal nerve
peripheral_nervous_system,FMA:53489,tonsillar branch of glossopharyngeal nerve,tonsillar branch of glossopharyngeal nerve
peripheral_nervous_system,FMA:53480,tympanic nerve,jacobson's nerve
peripheral_nervous_system,FMA:53483,communicating branch of glossopharyngeal nerve with auricular branch of vagus nerve,communicating branch of glossopharyngeal nerve with auricular branch of vagus nerve
peripheral_nervous_system,FMA:53492,communicating branch of glossopharyngeal nerve with auriculotemporal nerve,communicating branch of glossopharyngeal nerve with auriculotemporal nerve
peripheral_nervous_system,FMA:53493,communicating branch of glossopharyngeal nerve with chorda tympani,communicating branch of glossopharyngeal nerve with chorda tympani
peripheral_nervous_system,UBERON:0001759,vagus nerve,vagus nerve
peripheral_nervous_system,FMA:6232,auricular branch of vagus nerve,auricular branch of vagus nerve
peripheral_nervous_system,FMA:53593,branch of auricular branch of vagus nerve to floor of external acoustic meatus,branch of auricular branch of vagus nerve to floor of external acoustic meatus
peripheral_nervous_system,FMA:6694,branch of auricular branch of vagus nerve to posterior wall of external acoustic meatus,vagal branch to posterior wall of external acoustic meatus
peripheral_nervous_system,FMA:6695,vagal branch to tympanic membrane,branch of auricular branch of vagus nerve to tympanic membrane
peripheral_nervous_system,FMA:6691,communicating branch of auricular branch of vagus nerve with facial nerve,communicating branch of auricular branch of vagus nerve with facial nerve
peripheral_nervous_system,FMA:6692,communicating branch of auricular branch of vagus nerve with posterior auricular nerve,communicating branch of auricular branch of vagus nerve with posterior auricular nerve
peripheral_nervous_system,FMA:6246,recurrent laryngeal nerve,recurrent laryngeal nerve
peripheral_nervous_system,FMA:6251,branch of recurrent laryngeal nerve to mucosa of larynx,branch of recurrent laryngeal nerve to mucosa of larynx
peripheral_nervous_system,FMA:6250,branch of recurrent laryngeal nerve to muscle of larynx,branch of recurrent laryngeal nerve to muscle of larynx
peripheral_nervous_system,FMA:53524,branch of recurrent laryngeal nerve to inferior pharyngeal constrictor,branch of recurrent laryngeal nerve to inferior pharyngeal constrictor
peripheral_nervous_system,FMA:53614,nerve to ceratocricoid,branch of recurrent laryngeal nerve to ceratocricoid
peripheral_nervous_system,FMA:6253,nerve to lateral crico-arytenoid,branch of recurrent laryngeal nerve to lateral crico-arytenoid
peripheral_nervous_system,FMA:6255,nerve to oblique arytenoid,branch of recurrent laryngeal nerve to oblique arytenoid
peripheral_nervous_system,FMA:6252,nerve to posterior crico-arytenoid,branch of recurrent laryngeal nerve to posterior crico-arytenoid
peripheral_nervous_system,FMA:6256,nerve to thyroarytenoid,branch of recurrent laryngeal nerve to thyroarytenoid
peripheral_nervous_system,FMA:6254,nerve to transverse arytenoid,branch of recurrent laryngeal nerve to transverse arytenoid
peripheral_nervous_system,FMA:6257,nerve to vocalis,branch of recurrent laryngeal nerve to vocalis
peripheral_nervous_system,FMA:6248,esophageal branch of recurrent laryngeal nerve,esophageal branch of recurrent laryngeal nerve
peripheral_nervous_system,FMA:6710,extra-laryngeal branch of recurrent laryngeal nerve to larynx,extra-laryngeal branch of recurrent laryngeal nerve to larynx
peripheral_nervous_system,FMA:6249,tracheal branch of recurrent laryngeal nerve,tracheal branch of recurrent laryngeal nerve
peripheral_nervous_system,FMA:53526,communicating branch of recurrent laryngeal nerve with internal laryngeal nerve,communicating branch of recurrent laryngeal nerve with internal laryngeal nerve
peripheral_nervous_system,FMA:6239,superior laryngeal nerve,superior laryngeal branch of vagus
peripheral_nervous_system,FMA:6240,internal laryngeal nerve,internal branch of superior laryngeal nerve
peripheral_nervous_system,FMA:6242,lower branch of internal laryngeal nerve,lower branch of internal laryngeal nerve
peripheral_nervous_system,FMA:6699,lower branch of internal laryngeal nerve to aryepiglottic fold,lower branch of internal laryngeal nerve to aryepiglottic fold
peripheral_nervous_system,FMA:53543,lower branch of internal laryngeal nerve to arytenoideus,lower branch of internal laryngeal nerve to arytenoideus
peripheral_nervous_system,FMA:6700,lower branch of internal laryngeal nerve to mucosa of arytenoid cartilage,lower branch of internal laryngeal nerve to mucosa of arytenoid cartilage
peripheral_nervous_system,FMA:53544,communicating branch of internal laryngeal nerve with recurrent laryngeal nerve,communicating branch of internal laryngeal nerve with recurrent laryngeal nerve
peripheral_nervous_system,FMA:6241,upper branch of internal laryngeal nerve,upper branch of internal laryngeal nerve
peripheral_nervous_system,FMA:6703,upper branch of internal laryngeal nerve to epiglottic vallecula,upper branch of internal laryngeal nerve to vallecula of epiglottis
peripheral_nervous_system,FMA:6702,upper branch of internal laryngeal nerve to epiglottis,upper branch of internal laryngeal nerve to epiglottis
peripheral_nervous_system,FMA:6704,upper branch of internal laryngeal nerve to laryngeal vestibule,upper branch of internal laryngeal nerve to laryngeal vestibule
peripheral_nervous_system,FMA:6697,upper branch of internal laryngeal nerve to mucosa of pharynx,upper branch of internal laryngeal nerve to mucosa of pharynx
peripheral_nervous_system,FMA:6243,external laryngeal nerve,external branch of superior laryngeal nerve
peripheral_nervous_system,FMA:6705,branch of external laryngeal nerve to cricothyroid muscle,branch of external laryngeal nerve to cricothyroid muscle
peripheral_nervous_system,FMA:6707,branch of external laryngeal nerve to inferior pharyngeal constrictor,branch of external laryngeal nerve to inferior pharyngeal constrictor
peripheral_nervous_system,FMA:6706,branch of external laryngeal nerve to pharyngeal nerve plexus,branch of external laryngeal nerve to pharyngeal nerve plexus
peripheral_nervous_system,FMA:6709,external laryngeal branch to superior cervical sympathetic ganglion,branch of external laryngeal nerve to superior cervical sympathetic ganglion
peripheral_nervous_system,FMA:6708,communicating branch of external laryngeal nerve with superior cardiac nerve,communicating branch of external laryngeal nerve with superior cardiac nerve
peripheral_nervous_system,FMA:77213,branch of right vagus nerve to pancreas,branch of right vagus nerve to pancreas
peripheral_nervous_system,FMA:6237,branch of vagus nerve to carotid body,vagal branch to carotid body
peripheral_nervous_system,FMA:6247,bronchial branch of vagus nerve,bronchial branch of vagus nerve
peripheral_nervous_system,FMA:53612,cardiac branch of vagus nerve,cardiac branch of vagus nerve
peripheral_nervous_system,FMA:6711,cardiac branch of right vagus to deep cardiac plexus,cardiac branch of right vagus to deep cardiac plexus
peripheral_nervous_system,FMA:53600,cervical cardiac branch of vagus nerve,cervical cardiac branch of vagus nerve
peripheral_nervous_system,FMA:6245,inferior cervical cardiac branch of vagus nerve,inferior cervical cardiac branch of vagus nerve
peripheral_nervous_system,FMA:6244,superior cervical cardiac branch of vagus nerve,superior cervical cardiac branch of vagus
peripheral_nervous_system,FMA:53601,thoracic cardiac branch of vagus nerve,thoracic cardiac branch of vagus nerve
peripheral_nervous_system,FMA:65514,esophageal branch of vagal trunk,esophageal branch of vagal trunk
peripheral_nervous_system,FMA:6715,esophageal branch of anterior vagal trunk,esophageal branch of anterior vagal trunk
peripheral_nervous_system,FMA:6716,esophageal branch of posterior vagal trunk,esophageal branch of posterior vagal trunk
peripheral_nervous_system,FMA:78582,gastric branch of vagus nerve,gastric branch of vagus nerve
peripheral_nervous_system,FMA:6231,meningeal branch of vagus nerve,meningeal branch of vagus nerve
peripheral_nervous_system,FMA:6234,pharyngeal branch of vagus nerve,pharyngeal branch of vagus nerve
peripheral_nervous_system,FMA:6235,lingual branch of vagus nerve,lingual branch of pharyngeal branch of vagus
peripheral_nervous_system,FMA:6236,pharyngeal branch of vagus nerve to pharyngeal nerve plexus,pharyngeal branch of vagus nerve to pharyngeal nerve plexus
peripheral_nervous_system,FMA:65515,pulmonary branch of vagus nerve,pulmonary branch of vagus nerve
peripheral_nervous_system,FMA:6670,renal branch of vagus nerve,renal branch of vagus nerve
peripheral_nervous_system,FMA:6233,communicating branch of vagus nerve with glossopharyngeal nerve,communicating branch of vagus nerve with glossopharyngeal nerve
peripheral_nervous_system,FMA:6720,spinal accessory nerve,spinal accessory nerve
peripheral_nervous_system,FMA:82584,branch of spinal accessory nerve to sternocleidomastoid,sternocleidomastoid branch of spinal accessory nerve
peripheral_nervous_system,FMA:82581,branch of spinal accessory nerve to trapezius,trapezius branch of spinal accessory nerve
peripheral_nervous_system,FMA:77543,internal branch of accessory nerve,internal branch of accessory nerve
peripheral_nervous_system,FMA:77544,external branch of accessory nerve,external branch of accessory nerve
peripheral_nervous_system,FMA:77541,vagal part of accessory nerve,vagal part of accessory nerve
peripheral_nervous_system,UBERON:0001650,hypoglossal nerve,hypoglossal nerve
peripheral_nervous_system,FMA:54402,descending branch of hypoglossal nerve,descending branch of hypoglossal nerve
peripheral_nervous_system,FMA:54451,branch of hypoglossal nerve to ansa cervicalis,branch of hypoglossal nerve to ansa cervicalis
peripheral_nervous_system,FMA:54432,nerve to superior belly of omohyoid,nerve to superior belly of omohyoid
peripheral_nervous_system,FMA:54400,meningeal branch of hypoglossal nerve,meningeal branch of hypoglossal nerve
peripheral_nervous_system,FMA:54421,meningeal branch of hypoglossal nerve to anterior wall of posterior cranial fossa,meningeal branch of hypoglossal nerve to anterior wall of posterior cranial fossa
peripheral_nervous_system,FMA:54417,meningeal branch of hypoglossal nerve to diploe of occipital bone,meningeal branch of hypoglossal nerve to diploe of occipital bone
peripheral_nervous_system,FMA:54420,meningeal branch of hypoglossal nerve to floor of posterior cranial fossa,meningeal branch of hypoglossal nerve to floor of posterior cranial fossa
peripheral_nervous_system,FMA:54419,meningeal branch of hypoglossal nerve to wall of inferior petrosal sinus,meningeal branch of hypoglossal nerve to wall of inferior petrosal sinus
peripheral_nervous_system,FMA:54418,meningeal branch of hypoglossal nerve to wall of occipital sinus,meningeal branch of hypoglossal nerve to wall of occipital sinus
peripheral_nervous_system,FMA:54407,nerve to genioglossus,branch of hypoglossal nerve to genioglossus
peripheral_nervous_system,FMA:54404,nerve to geniohyoid,branch of hypoglossal nerve to geniohyoid
peripheral_nervous_system,FMA:54406,nerve to hyoglossus,branch of hypoglossal nerve to hyoglossus
peripheral_nervous_system,FMA:82628,nerve to inferior longitudinal muscle of tongue,nerve to inferior longitudinal muscle of tongue
peripheral_nervous_system,FMA:54408,nerve to palatopharyngeus,branch of hypoglossal nerve to palatopharyngeus
peripheral_nervous_system,FMA:54405,nerve to styloglossus,branch of hypoglossal nerve to styloglossus
peripheral_nervous_system,FMA:82625,nerve to superior longitudinal muscle of tongue,nerve to superior longitudinal muscle of tongue
peripheral_nervous_system,FMA:82631,nerve to transverse muscle of tongue,nerve to transverse muscle of tongue
peripheral_nervous_system,FMA:82634,nerve to vertical muscle fo tongue,nerve to vertical muscle fo tongue
peripheral_nervous_system,UBERON:0001810,nerve plexus,nerve plexus
peripheral_nervous_system,UBERON:0001884,phrenic nerve,phrenic nerve
peripheral_nervous_system,FMA:6205,anterior diaphragmatic branch of phrenic nerve,anterior diaphragmatic branch of phrenic nerve
peripheral_nervous_system,FMA:6206,anterolateral diaphragmatic branch of phrenic nerve,anterolateral diaphragmatic branch of phrenic nerve
peripheral_nervous_system,FMA:6203,branch of phrenic nerve to diaphragmatic pleura,branch of phrenic nerve to diaphragmatic pleura
peripheral_nervous_system,FMA:6202,branch of phrenic nerve to mediastinal pleura,branch of phrenic nerve to mediastinal pleura
peripheral_nervous_system,FMA:6200,communicating branch of phrenic nerve to internal thoracic plexus,communicating branch of phrenic nerve to internal thoracic plexus
peripheral_nervous_system,FMA:6204,diaphragmatic branch of phrenic nerve,diaphragmatic branch of phrenic nerve
peripheral_nervous_system,FMA:6201,pericardial branch of phrenic nerve,pericardial branch of phrenic nerve
peripheral_nervous_system,FMA:6210,peritoneal branch of diaphragmatic branch of phrenic nerve,peritoneal branch of diaphragmatic branch of phrenic nerve
peripheral_nervous_system,FMA:6207,posterior diaphragmatic branch of phrenic nerve,posterior diaphragmatic branch of phrenic nerve
peripheral_nervous_system,FMA:6208,posterior ramus of posterior diaphragmatic branch of phrenic nerve,posterior ramus of posterior diaphragmatic branch of phrenic nerve
peripheral_nervous_system,FMA:6209,posterolateral ramus of posterior diaphragmatic branch of phrenic nerve,posterolateral ramus of posterior diaphragmatic branch of phrenic nerve
peripheral_nervous_system,FMA:65414,supraclavicular nerve,supraclavicular nerve
