s_iri,relationship,t_iri
https://purl.org/ccf/ASCTB-TEMP_splat398,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat432,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat349,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat375,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat379,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat342,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat359,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat390,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat365,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat376,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat420,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat370,is_a,http://purl.obolibrary.org/obo/CL_0000540
http://purl.obolibrary.org/obo/CL_0000287,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat371,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat431,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat385,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat336,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_misc177,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat352,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat360,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat355,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat338,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat414,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat429,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat384,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat417,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat402,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat345,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat392,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat386,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat361,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat393,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat428,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat381,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat383,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat418,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat346,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat356,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat357,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_splat337,is_a,http://purl.obolibrary.org/obo/CL_0000540
https://purl.org/ccf/ASCTB-TEMP_misc178,is_a,http://purl.obolibrary.org/obo/CL_0000540
http://purl.obolibrary.org/obo/CL_0000990,is_a,http://purl.obolibrary.org/obo/CL_0001056
http://purl.obolibrary.org/obo/CL_0001056,is_a,http://purl.obolibrary.org/obo/CL_0001056
http://purl.obolibrary.org/obo/CL_0002399,is_a,http://purl.obolibrary.org/obo/CL_0001056
http://purl.obolibrary.org/obo/CL_0001058,is_a,http://purl.obolibrary.org/obo/CL_0001056
http://purl.obolibrary.org/obo/CL_0000840,is_a,http://purl.obolibrary.org/obo/CL_0001056
http://purl.obolibrary.org/obo/CL_0002394,is_a,http://purl.obolibrary.org/obo/CL_0001056
https://purl.org/ccf/ASCTB-TEMP_ca13119,is_a,http://purl.obolibrary.org/obo/CL_4023060
https://purl.org/ccf/ASCTB-TEMP_ca13182,is_a,http://purl.obolibrary.org/obo/CL_4023060
https://purl.org/ccf/ASCTB-TEMP_ca13169,is_a,http://purl.obolibrary.org/obo/CL_4023060
https://purl.org/ccf/ASCTB-TEMP_ca13181,is_a,http://purl.obolibrary.org/obo/CL_4023060
https://purl.org/ccf/ASCTB-TEMP_l5et115,is_a,http://purl.obolibrary.org/obo/CL_4023060
https://purl.org/ccf/ASCTB-TEMP_ca13188,is_a,http://purl.obolibrary.org/obo/CL_4023060
https://purl.org/ccf/ASCTB-TEMP_ca13183,is_a,http://purl.obolibrary.org/obo/CL_4023060
https://purl.org/ccf/ASCTB-TEMP_ca13187,is_a,http://purl.obolibrary.org/obo/CL_4023060
https://purl.org/ccf/ASCTB-TEMP_ca13185,is_a,http://purl.obolibrary.org/obo/CL_4023060
https://purl.org/ccf/ASCTB-TEMP_ca13179,is_a,http://purl.obolibrary.org/obo/CL_4023060
https://purl.org/ccf/ASCTB-TEMP_ca13189,is_a,http://purl.obolibrary.org/obo/CL_4023060
https://purl.org/ccf/ASCTB-TEMP_ca13186,is_a,http://purl.obolibrary.org/obo/CL_4023060
https://purl.org/ccf/ASCTB-TEMP_ca13163,is_a,http://purl.obolibrary.org/obo/CL_4023060
https://purl.org/ccf/ASCTB-TEMP_ca13180,is_a,http://purl.obolibrary.org/obo/CL_4023060
https://purl.org/ccf/ASCTB-TEMP_ca13184,is_a,http://purl.obolibrary.org/obo/CL_4023060
https://purl.org/ccf/ASCTB-TEMP_glutamic-acid-decarboxylase-65-cell,is_a,http://purl.obolibrary.org/obo/CL_0011005
http://purl.obolibrary.org/obo/CL_4033031,is_a,http://purl.obolibrary.org/obo/CL_0000749
http://purl.obolibrary.org/obo/CL_0000751,is_a,http://purl.obolibrary.org/obo/CL_0000749
http://purl.obolibrary.org/obo/CL_4033034,is_a,http://purl.obolibrary.org/obo/CL_0000749
http://purl.obolibrary.org/obo/CL_4033019,is_a,http://purl.obolibrary.org/obo/CL_0000749
http://purl.obolibrary.org/obo/CL_4033032,is_a,http://purl.obolibrary.org/obo/CL_0000749
http://purl.obolibrary.org/obo/CL_0000097,is_a,http://purl.obolibrary.org/obo/CL_0000094
http://purl.obolibrary.org/obo/CL_0000771,is_a,http://purl.obolibrary.org/obo/CL_0000094
http://purl.obolibrary.org/obo/CL_0000767,is_a,http://purl.obolibrary.org/obo/CL_0000094
http://purl.obolibrary.org/obo/CL_0000775,is_a,http://purl.obolibrary.org/obo/CL_0000094
https://purl.org/ccf/ASCTB-TEMP_detrusor-smooth-muscle-cell-of-bladder,is_a,http://purl.obolibrary.org/obo/CL_0002597
https://purl.org/ccf/ASCTB-TEMP_pericyte-cell-of-bladder,is_a,http://purl.obolibrary.org/obo/CL_0002597
https://purl.org/ccf/ASCTB-TEMP_vascular-smooth-muscle-cell-of-bladder,is_a,http://purl.obolibrary.org/obo/CL_0002597
http://purl.obolibrary.org/obo/CL_0004253,is_a,http://purl.obolibrary.org/obo/CL_0004252
http://purl.obolibrary.org/obo/CL_0011005,is_a,http://purl.obolibrary.org/obo/CL_0000561
http://purl.obolibrary.org/obo/CL_0004252,is_a,http://purl.obolibrary.org/obo/CL_0000561
http://purl.obolibrary.org/obo/CL_4030028,is_a,http://purl.obolibrary.org/obo/CL_0000561
http://purl.obolibrary.org/obo/CL_0004232,is_a,http://purl.obolibrary.org/obo/CL_0000561
https://purl.org/ccf/ASCTB-TEMP_polyaxonal-amacrine-cell,is_a,http://purl.obolibrary.org/obo/CL_0000561
https://purl.org/ccf/ASCTB-TEMP_semilunar-cell,is_a,http://purl.obolibrary.org/obo/CL_0004219
http://purl.obolibrary.org/obo/CL_0000775,is_a,http://purl.obolibrary.org/obo/CL_0000775
http://purl.obolibrary.org/obo/CL_0000836,is_a,http://purl.obolibrary.org/obo/CL_0000775
http://purl.obolibrary.org/obo/CL_0002193,is_a,http://purl.obolibrary.org/obo/CL_0000775
https://purl.org/ccf/ASCTB-TEMP_m1-like-macrophage,is_a,http://purl.obolibrary.org/obo/CL_0000235
https://purl.org/ccf/ASCTB-TEMP_m2-like-macrophage,is_a,http://purl.obolibrary.org/obo/CL_0000235
https://purl.org/ccf/ASCTB-TEMP_oligo50,is_a,http://purl.obolibrary.org/obo/CL_0000128
https://purl.org/ccf/ASCTB-TEMP_oligo47,is_a,http://purl.obolibrary.org/obo/CL_0000128
https://purl.org/ccf/ASCTB-TEMP_oligo45,is_a,http://purl.obolibrary.org/obo/CL_0000128
https://purl.org/ccf/ASCTB-TEMP_oligo44,is_a,http://purl.obolibrary.org/obo/CL_0000128
https://purl.org/ccf/ASCTB-TEMP_oligo48,is_a,http://purl.obolibrary.org/obo/CL_0000128
https://purl.org/ccf/ASCTB-TEMP_oligo40,is_a,http://purl.obolibrary.org/obo/CL_0000128
https://purl.org/ccf/ASCTB-TEMP_oligo46,is_a,http://purl.obolibrary.org/obo/CL_0000128
https://purl.org/ccf/ASCTB-TEMP_oligo49,is_a,http://purl.obolibrary.org/obo/CL_0000128
https://purl.org/ccf/ASCTB-TEMP_ca4190,is_a,http://purl.obolibrary.org/obo/CL_4023061
https://purl.org/ccf/ASCTB-TEMP_ca4195,is_a,http://purl.obolibrary.org/obo/CL_4023061
https://purl.org/ccf/ASCTB-TEMP_ca4197,is_a,http://purl.obolibrary.org/obo/CL_4023061
https://purl.org/ccf/ASCTB-TEMP_ca4193,is_a,http://purl.obolibrary.org/obo/CL_4023061
https://purl.org/ccf/ASCTB-TEMP_ca4198,is_a,http://purl.obolibrary.org/obo/CL_4023061
https://purl.org/ccf/ASCTB-TEMP_ca4191,is_a,http://purl.obolibrary.org/obo/CL_4023061
https://purl.org/ccf/ASCTB-TEMP_ca4196,is_a,http://purl.obolibrary.org/obo/CL_4023061
https://purl.org/ccf/ASCTB-TEMP_ca4192,is_a,http://purl.obolibrary.org/obo/CL_4023061
https://purl.org/ccf/ASCTB-TEMP_ca4194,is_a,http://purl.obolibrary.org/obo/CL_4023061
http://purl.obolibrary.org/obo/CL_0002396,is_a,http://purl.obolibrary.org/obo/CL_0000576
http://purl.obolibrary.org/obo/CL_0001054,is_a,http://purl.obolibrary.org/obo/CL_0000576
http://purl.obolibrary.org/obo/CL_0000559,is_a,http://purl.obolibrary.org/obo/CL_0000576
https://purl.org/ccf/ASCTB-TEMP_mono3,is_a,http://purl.obolibrary.org/obo/CL_0000576
https://purl.org/ccf/ASCTB-TEMP_myeloid-progenitor-mop-,is_a,http://purl.obolibrary.org/obo/CL_0000576
http://purl.obolibrary.org/obo/CL_0001062,is_a,http://purl.obolibrary.org/obo/CL_0000084
http://purl.obolibrary.org/obo/CL_0000895,is_a,http://purl.obolibrary.org/obo/CL_0000084
http://purl.obolibrary.org/obo/CL_0000900,is_a,http://purl.obolibrary.org/obo/CL_0000084
http://purl.obolibrary.org/obo/CL_0000909,is_a,http://purl.obolibrary.org/obo/CL_0000084
http://purl.obolibrary.org/obo/CL_0000897,is_a,http://purl.obolibrary.org/obo/CL_0000084
http://purl.obolibrary.org/obo/CL_0002437,is_a,http://purl.obolibrary.org/obo/CL_0000084
https://purl.org/ccf/ASCTB-TEMP_tcell1,is_a,http://purl.obolibrary.org/obo/CL_0000084
http://purl.obolibrary.org/obo/CL_0000815,is_a,http://purl.obolibrary.org/obo/CL_0000084
http://purl.obolibrary.org/obo/CL_0001087,is_a,http://purl.obolibrary.org/obo/CL_0000084
http://purl.obolibrary.org/obo/CL_0001050,is_a,http://purl.obolibrary.org/obo/CL_0000084
https://purl.org/ccf/ASCTB-TEMP_cd8-t-cell-effector-memory,is_a,http://purl.obolibrary.org/obo/CL_0000084
https://purl.org/ccf/ASCTB-TEMP_mature-cd8-t-cell,is_a,http://purl.obolibrary.org/obo/CL_0000084
http://purl.obolibrary.org/obo/CL_0000557,is_a,http://purl.obolibrary.org/obo/CL_0000837
http://purl.obolibrary.org/obo/CL_0000037,is_a,http://purl.obolibrary.org/obo/CL_0000837
http://purl.obolibrary.org/obo/CL_0000837,is_a,http://purl.obolibrary.org/obo/CL_0000837
http://purl.obolibrary.org/obo/CL_0000049,is_a,http://purl.obolibrary.org/obo/CL_0000837
http://purl.obolibrary.org/obo/CL_0000050,is_a,http://purl.obolibrary.org/obo/CL_0000837
https://purl.org/ccf/ASCTB-TEMP_lympho-myeloid-progenitor-cell-lmpp-,is_a,http://purl.obolibrary.org/obo/CL_0000837
http://purl.obolibrary.org/obo/CL_0000051,is_a,http://purl.obolibrary.org/obo/CL_0000837
http://purl.obolibrary.org/obo/CL_4023189,is_a,http://purl.obolibrary.org/obo/CL_0000740
http://purl.obolibrary.org/obo/CL_4023188,is_a,http://purl.obolibrary.org/obo/CL_0000740
https://purl.org/ccf/ASCTB-TEMP_l5et113,is_a,http://purl.obolibrary.org/obo/CL_4023009
https://purl.org/ccf/ASCTB-TEMP_l5et118,is_a,http://purl.obolibrary.org/obo/CL_4023009
https://purl.org/ccf/ASCTB-TEMP_l5et114,is_a,http://purl.obolibrary.org/obo/CL_4023009
http://purl.obolibrary.org/obo/CL_0007010,is_a,http://purl.obolibrary.org/obo/CL_0007010
https://purl.org/ccf/ASCTB-TEMP_msn218,is_a,http://purl.obolibrary.org/obo/CL_1001474
https://purl.org/ccf/ASCTB-TEMP_emsn234,is_a,http://purl.obolibrary.org/obo/CL_1001474
https://purl.org/ccf/ASCTB-TEMP_emsn227,is_a,http://purl.obolibrary.org/obo/CL_1001474
https://purl.org/ccf/ASCTB-TEMP_emsn225,is_a,http://purl.obolibrary.org/obo/CL_1001474
https://purl.org/ccf/ASCTB-TEMP_msn216,is_a,http://purl.obolibrary.org/obo/CL_1001474
https://purl.org/ccf/ASCTB-TEMP_msn220,is_a,http://purl.obolibrary.org/obo/CL_1001474
https://purl.org/ccf/ASCTB-TEMP_msn427,is_a,http://purl.obolibrary.org/obo/CL_1001474
https://purl.org/ccf/ASCTB-TEMP_msn207,is_a,http://purl.obolibrary.org/obo/CL_1001474
https://purl.org/ccf/ASCTB-TEMP_emsn233,is_a,http://purl.obolibrary.org/obo/CL_1001474
https://purl.org/ccf/ASCTB-TEMP_msn210,is_a,http://purl.obolibrary.org/obo/CL_1001474
https://purl.org/ccf/ASCTB-TEMP_emsn231,is_a,http://purl.obolibrary.org/obo/CL_1001474
https://purl.org/ccf/ASCTB-TEMP_msn209,is_a,http://purl.obolibrary.org/obo/CL_1001474
https://purl.org/ccf/ASCTB-TEMP_msn208,is_a,http://purl.obolibrary.org/obo/CL_1001474
https://purl.org/ccf/ASCTB-TEMP_msn215,is_a,http://purl.obolibrary.org/obo/CL_1001474
https://purl.org/ccf/ASCTB-TEMP_msn221,is_a,http://purl.obolibrary.org/obo/CL_1001474
https://purl.org/ccf/ASCTB-TEMP_emsn224,is_a,http://purl.obolibrary.org/obo/CL_1001474
https://purl.org/ccf/ASCTB-TEMP_emsn223,is_a,http://purl.obolibrary.org/obo/CL_1001474
https://purl.org/ccf/ASCTB-TEMP_emsn230,is_a,http://purl.obolibrary.org/obo/CL_1001474
https://purl.org/ccf/ASCTB-TEMP_emsn222,is_a,http://purl.obolibrary.org/obo/CL_1001474
https://purl.org/ccf/ASCTB-TEMP_msn217,is_a,http://purl.obolibrary.org/obo/CL_1001474
https://purl.org/ccf/ASCTB-TEMP_msn219,is_a,http://purl.obolibrary.org/obo/CL_1001474
https://purl.org/ccf/ASCTB-TEMP_emsn228,is_a,http://purl.obolibrary.org/obo/CL_1001474
https://purl.org/ccf/ASCTB-TEMP_msn213,is_a,http://purl.obolibrary.org/obo/CL_1001474
https://purl.org/ccf/ASCTB-TEMP_msn212,is_a,http://purl.obolibrary.org/obo/CL_1001474
https://purl.org/ccf/ASCTB-TEMP_emsn229,is_a,http://purl.obolibrary.org/obo/CL_1001474
