identifier,organ,ct
grid.454209.e,eye,1
grid.500070.2,lung,3
grid.412425.4,heart,6
grid.411663.7,breast,1
grid.412632.0,lung,11
grid.412656.2,liver,7
grid.262333.5,liver,2
grid.7632.0,brain,7
grid.411825.b,liver,1
grid.415280.a,kidney,1
grid.34555.32,kidney,5
grid.17091.3e,small intestine,4
grid.143643.7,breast,1
grid.411843.b,liver,3
grid.415098.1,breast,1
grid.413233.4,breast,7
grid.239915.5,Skeletal,4
grid.5963.9,brain,9
grid.8534.a,brain,1
grid.413292.f,heart,2
grid.5596.f,liver,1
grid.414887.6,skin,2
grid.410356.5,prostate,1
grid.418345.f,knee,1
grid.443984.6,lung,1
grid.486905.6,breast,2
grid.28911.33,heart,1
grid.416128.8,breast,1
grid.412740.4,skin,1
grid.452666.5,breast,1
grid.437485.9,kidney,7
grid.415723.6,lung,3
grid.11956.3a,prostate,6
grid.63906.3a,eye,5
grid.418688.b,breast,2
grid.10420.37,skin,2
grid.14848.31,brain,1
grid.415670.1,breast,5
grid.449434.a,Skeletal,2
grid.22937.3d,lung,27
grid.412906.8,breast,6
grid.417893.0,breast,20
grid.412246.7,skin,1
grid.494633.f,breast,1
grid.415235.4,brain,1
grid.476266.7,breast,2
grid.412807.8,kidney,9
grid.25073.33,liver,4
grid.413720.3,spinal cord,2
grid.411131.7,skin,1
grid.427788.6,prostate,5
grid.11194.3c,breast,7
grid.271052.3,lung,6
grid.5335.0,kidney,1
grid.241167.7,kidney,16
grid.15866.3c,kidney,1
grid.460851.e,liver,1
grid.79703.3a,lung,9
grid.10772.33,kidney,2
grid.419353.9,bone marrow,4
grid.410795.e,bone marrow,10
grid.257413.6,breast,21
grid.469887.c,embryo,1
grid.15276.37,embryo,3
grid.8356.8,brain,1
grid.466618.b,prostate,1
grid.10423.34,kidney,2
grid.420001.7,heart,3
grid.261356.5,breast,8
grid.419241.b,brain,1
grid.263817.9,brain,1
grid.59547.3a,breast,38
grid.136304.3,kidney,2
grid.414902.a,lung,6
grid.414489.4,urinary bladder,4
grid.5374.5,small intestine,1
grid.464912.c,breast,2
grid.412607.6,ovary,5
grid.23856.3a,skin,3
grid.430299.5,breast,2
grid.413574.0,breast,6
grid.412694.c,brain,14
grid.9647.c,knee,4
grid.452738.f,liver,1
grid.261674.0,knee,1
grid.12527.33,lymph node,8
grid.412403.0,heart,2
grid.446019.e,embryo,1
grid.11630.35,prostate,12
grid.411284.a,skin,4
grid.10988.38,skin,1
grid.46072.37,embryo,3
grid.21613.37,liver,1
grid.417968.5,heart,1
grid.131063.6,kidney,2
grid.117476.2,liver,4
grid.418824.3,liver,3
grid.410802.f,breast,3
grid.462844.8,Skeletal,1
grid.28224.3e,liver,1
grid.7147.5,brain,1
grid.268415.c,bone marrow,1
grid.463154.1,kidney,1
grid.418391.6,breast,1
grid.5602.1,eye,13
grid.490732.b,liver,1
grid.411600.2,prostate,5
grid.411221.5,breast,4
grid.411112.6,brain,1
grid.410737.6,breast,12
grid.266818.3,brain,1
grid.428474.9,skin,7
grid.257409.d,breast,1
grid.7340.0,spinal cord,1
grid.411667.3,brain,1
grid.256302.0,pancreas,3
grid.452849.6,breast,9
grid.411230.5,skin,3
grid.412920.c,breast,3
grid.411275.4,heart,5
grid.410804.9,heart,12
grid.262273.0,eye,4
grid.240145.6,heart,6
grid.414686.9,breast,1
grid.419250.b,eye,1
grid.415700.7,bone marrow,5
grid.15667.33,bone marrow,1
grid.255588.7,liver,7
grid.411634.5,knee,7
grid.441298.2,eye,3
grid.476614.6,heart,1
grid.465275.7,breast,1
grid.412022.7,skin,10
grid.417467.7,lung,1
grid.412651.5,breast,20
grid.5608.b,urinary bladder,2
grid.444768.d,prostate,1
grid.12641.30,Skeletal,3
grid.417199.3,breast,2
grid.440144.1,kidney,1
grid.444883.7,embryo,1
grid.412643.6,liver,5
grid.15444.30,lung,6
grid.10894.34,heart,7
grid.17088.36,skin,3
grid.412658.c,liver,2
grid.5808.5,heart,2
grid.11951.3d,lung,2
grid.29906.34,uterus,5
grid.440950.c,lung,1
grid.207374.5,embryo,4
grid.21604.31,lung,1
grid.412016.0,kidney,4
grid.412019.f,prostate,3
grid.7445.2,skin,1
grid.26790.3a,Skeletal,7
grid.411797.d,breast,1
grid.411275.4,liver,4
grid.416504.2,bone marrow,7
grid.412578.d,bone marrow,8
grid.505613.4,eye,2
grid.255496.9,liver,1
grid.202119.9,liver,1
grid.411512.2,lung,3
grid.1003.2,liver,11
grid.83440.3b,kidney,7
grid.7177.6,skin,1
grid.412093.d,skin,1
grid.411498.1,liver,3
grid.4444.0,brain,7
grid.10388.32,brain,12
grid.457884.2,Skeletal,2
grid.413982.5,lung,2
grid.261037.1,liver,1
grid.444048.8,liver,1
grid.416986.4,lung,1
grid.411235.0,kidney,1
grid.412311.4,prostate,8
grid.411487.f,breast,1
grid.412603.2,breast,10
grid.418980.c,brain,1
grid.419236.b,lung,1
grid.459956.2,heart,1
grid.12981.33,liver,45
grid.11899.38,prostate,19
grid.413618.9,Skeletal,2
grid.424926.f,breast,10
grid.7450.6,heart,1
grid.440879.6,breast,1
grid.467228.d,skin,8
grid.412901.f,breast,6
grid.411904.9,lung,3
grid.439344.d,lung,1
grid.59734.3c,breast,15
grid.37589.30,eye,1
grid.444415.4,liver,1
grid.489532.1,lung,6
grid.429935.0,liver,1
grid.411249.b,adipose,3
grid.24696.3f,bone marrow,36
grid.261674.0,breast,3
grid.412420.1,lung,2
grid.5590.9,breast,1
grid.412484.f,liver,3
grid.415354.2,breast,2
grid.413369.a,breast,1
grid.424144.3,skin,1
grid.484195.5,liver,8
grid.413794.c,Skeletal,2
grid.8241.f,breast,6
grid.63368.38,eye,1
grid.414117.6,kidney,1
grid.414924.e,pancreas,9
grid.417031.0,breast,1
grid.163577.1,breast,4
grid.413662.4,lung,1
grid.25152.31,brain,3
grid.7637.5,urinary bladder,5
grid.411081.d,small intestine,1
grid.412266.5,skin,1
grid.164274.2,lung,2
grid.465026.3,brain,1
grid.494627.a,liver,1
grid.428034.9,lymph node,4
grid.15090.3d,prostate,1
grid.5072.0,prostate,4
grid.427788.6,heart,15
grid.412750.5,kidney,1
grid.411552.6,liver,5
grid.26811.3c,liver,1
grid.415287.d,Skeletal,6
grid.411843.b,lung,3
grid.7727.5,liver,5
grid.491990.c,lung,1
grid.412888.f,skin,3
grid.444479.e,liver,1
grid.429158.3,liver,3
grid.414123.1,eye,2
grid.10253.35,heart,1
grid.440137.5,kidney,5
grid.416304.4,breast,1
grid.1006.7,heart,2
grid.47840.3f,heart,4
grid.4777.3,heart,5
grid.257413.6,liver,3
grid.26999.3d,thymus,3
grid.5591.8,brain,16
grid.4709.a,embryo,2
grid.425195.e,breast,1
grid.280030.9,eye,4
grid.189967.8,kidney,11
grid.412219.d,prostate,3
grid.411463.5,kidney,3
grid.500707.5,liver,1
grid.147455.6,brain,3
grid.267370.7,breast,3
grid.412500.2,ovary,1
grid.415479.a,breast,12
grid.462745.6,placenta,1
grid.66875.3a,brain,10
grid.411962.9,breast,3
grid.428329.6,breast,6
grid.411942.b,skin,1
grid.42707.36,embryo,3
grid.11598.34,skin,3
grid.43169.39,prostate,1
grid.411866.c,Skeletal,7
grid.10784.3a,heart,2
grid.260463.5,lymph node,4
grid.5284.b,uterus,1
grid.4491.8,breast,7
grid.413449.f,skin,5
grid.25879.31,brain,1
grid.267313.2,adipose,1
grid.410543.7,embryo,2
grid.413919.7,brain,1
grid.266097.c,lung,1
grid.411705.6,liver,50
grid.464584.f,skin,1
grid.5335.0,liver,1
grid.5570.7,kidney,2
grid.414959.4,brain,1
grid.7708.8,liver,8
grid.4399.7,breast,1
grid.460069.d,brain,3
grid.414997.6,Skeletal,1
grid.73113.37,lung,1
grid.414850.c,Skeletal,1
grid.410658.e,liver,1
grid.5288.7,knee,1
grid.412596.d,lung,5
grid.5012.6,breast,1
grid.412601.0,fetus,1
grid.460094.f,skin,1
grid.11586.3b,lung,11
grid.49470.3e,breast,2
grid.414924.e,lung,9
grid.411320.5,lung,2
grid.223827.e,eye,4
grid.8752.8,Skeletal,3
grid.21925.3d,knee,1
grid.412462.7,skin,1
grid.440551.1,liver,9
grid.418105.9,liver,3
grid.464589.2,brain,1
grid.411947.e,liver,7
grid.5386.8,bone marrow,1
grid.258518.3,eye,3
grid.411176.4,brain,11
grid.412521.1,prostate,10
grid.416931.8,lung,1
grid.412734.7,breast,2
grid.439752.e,breast,21
grid.7849.2,heart,3
grid.484403.f,eye,2
grid.410675.1,breast,1
grid.1012.2,eye,1
grid.413228.e,liver,4
grid.452702.6,ovary,5
grid.56061.34,breast,2
grid.410425.6,breast,2
grid.412168.8,liver,1
grid.416208.9,lung,2
grid.8993.b,embryo,2
grid.8756.c,pancreas,1
grid.17682.3a,heart,1
grid.452490.e,liver,6
grid.194645.b,knee,5
grid.415043.7,skin,4
grid.467128.e,heart,2
grid.470117.4,liver,3
grid.416077.3,heart,5
grid.414704.2,liver,1
grid.15444.30,brain,6
grid.425902.8,brain,1
grid.42505.36,brain,4
grid.412265.6,liver,3
grid.412617.7,bone marrow,6
grid.417184.f,skin,1
grid.7130.5,embryo,1
grid.411220.4,skin,5
grid.412668.f,knee,2
grid.33058.3d,breast,6
grid.9464.f,eye,3
grid.429046.d,prostate,6
grid.36425.36,breast,3
grid.413312.6,brain,11
grid.251993.5,heart,3
grid.5395.a,lung,7
grid.266862.e,prostate,4
grid.464317.3,lung,9
grid.413957.d,heart,1
grid.412022.7,liver,5
grid.412262.1,skin,5
grid.64337.35,breast,3
grid.477771.5,breast,1
grid.52996.31,knee,2
grid.266100.3,breast,13
grid.413105.2,breast,1
grid.8767.e,skin,2
grid.411668.c,liver,1
grid.63906.3a,brain,4
grid.411352.0,skin,4
grid.213876.9,breast,1
grid.223827.e,brain,2
grid.4280.e,liver,5
grid.449426.9,breast,3
grid.263138.d,kidney,6
grid.412094.a,prostate,1
grid.9027.c,brain,1
grid.459325.c,brain,4
grid.27860.3b,prostate,21
grid.416241.4,knee,3
grid.4367.6,skin,1
grid.413204.0,knee,1
grid.444541.4,breast,6
grid.5173.0,Skeletal,1
grid.470132.3,lung,1
grid.444534.6,heart,1
grid.412775.2,skin,6
grid.444475.2,breast,3
grid.273335.3,liver,9
grid.62560.37,skin,1
grid.416432.6,heart,1
grid.254230.2,skin,5
grid.452223.0,prostate,1
grid.10420.37,brain,1
grid.6142.1,heart,5
grid.412885.2,lung,6
grid.207374.5,brain,12
grid.4305.2,embryo,2
grid.449102.a,breast,14
grid.419897.a,liver,2
grid.1005.4,knee,1
grid.13291.38,kidney,20
grid.255649.9,skin,1
grid.11835.3e,brain,4
grid.268091.4,embryo,1
grid.21107.35,lung,2
grid.44871.3e,ovary,3
grid.411935.b,heart,2
grid.411497.e,breast,4
grid.416733.4,heart,1
grid.507957.9,liver,4
grid.418929.f,liver,1
grid.26999.3d,breast,5
grid.38142.3c,peripheral nervous system,2
grid.1013.3,breast,21
grid.18887.3e,lung,2
grid.17089.37,breast,5
grid.413618.9,knee,35
grid.15866.3c,liver,1
grid.488594.c,ovary,1
grid.17091.3e,spinal cord,1
grid.431010.7,breast,8
grid.5214.2,Skeletal,5
grid.414316.5,breast,2
grid.412167.7,breast,7
grid.410558.d,liver,6
grid.482670.f,breast,1
grid.459860.6,lung,3
grid.136593.b,kidney,1
grid.1003.2,heart,1
grid.412813.d,breast,1
grid.414939.2,skin,4
grid.443385.d,bone marrow,2
grid.46078.3d,breast,1
grid.414395.e,Tonsil,4
grid.222754.4,skin,1
grid.412888.f,adipose,5
grid.1022.1,lung,8
grid.452206.7,brain,1
grid.449346.8,skin,2
grid.417028.8,spinal cord,3
grid.7849.2,breast,1
grid.490148.0,embryo,1
grid.9983.b,kidney,1
grid.1018.8,breast,16
grid.1012.2,kidney,2
grid.413224.2,lung,1
grid.442675.6,liver,3
grid.413618.9,lymph node,15
grid.264706.1,lung,5
grid.419887.b,breast,5
grid.411249.b,kidney,7
grid.32224.35,breast,22
grid.411746.1,placenta,1
grid.411074.7,breast,4
grid.78028.35,liver,1
grid.10784.3a,lung,1
grid.413454.3,brain,1
grid.22072.35,adipose,6
grid.66875.3a,breast,23
grid.26091.3c,kidney,1
grid.239638.5,ureter,7
grid.412125.1,eye,2
grid.410871.b,bone marrow,11
grid.137628.9,brain,1
grid.411152.2,liver,2
grid.413387.a,lung,4
grid.493538.0,embryo,1
grid.411257.4,pancreas,3
grid.166341.7,liver,1
grid.239826.4,brain,1
grid.240988.f,brain,3
grid.418767.b,breast,1
grid.469309.1,breast,6
grid.414029.a,heart,1
grid.258622.9,liver,1
grid.416651.1,prostate,1
grid.412814.a,lymph node,1
grid.25073.33,skin,19
grid.5379.8,embryo,2
grid.11348.3f,lung,2
grid.414473.1,lung,2
grid.424060.4,Skeletal,3
grid.413045.7,breast,4
grid.411024.2,breast,8
grid.25879.31,kidney,2
grid.465202.7,brain,1
grid.452438.c,lung,10
grid.33199.31,kidney,10
grid.89957.3a,lung,21
grid.415746.5,skin,1
grid.9582.6,kidney,5
grid.411445.1,liver,3
grid.412576.3,heart,4
grid.12981.33,breast,5
grid.19188.39,lung,5
grid.10388.32,liver,10
grid.258799.8,thymus,3
grid.412929.5,brain,1
grid.6583.8,skin,1
grid.6374.6,ovary,1
grid.452919.2,heart,2
grid.412440.7,liver,8
grid.502971.8,heart,3
grid.412813.d,prostate,2
grid.5808.5,kidney,2
grid.7886.1,prostate,1
grid.50550.35,knee,1
grid.417764.7,skin,2
grid.266832.b,breast,13
grid.448842.6,heart,1
grid.8273.e,knee,1
grid.25769.3f,liver,2
grid.52522.32,Skeletal,1
grid.412543.5,Skeletal,3
grid.443796.b,brain,8
grid.4991.5,heart,15
grid.62560.37,kidney,1
grid.411866.c,embryo,6
grid.5012.6,knee,1
grid.5718.b,kidney,4
grid.4973.9,heart,7
grid.449734.9,embryo,1
grid.143640.4,liver,5
grid.410737.6,liver,5
grid.412807.8,breast,5
grid.14005.30,embryo,18
grid.24695.3c,liver,4
grid.6936.a,lung,3
grid.256681.e,skin,7
grid.459914.4,heart,1
grid.413628.a,liver,7
grid.414449.8,kidney,3
grid.414612.4,lung,1
grid.419818.d,lung,1
grid.8515.9,kidney,1
grid.418374.d,embryo,3
grid.464292.f,liver,11
grid.415086.e,kidney,2
grid.34538.39,embryo,3
grid.416153.4,heart,1
grid.1019.9,liver,4
grid.410625.4,breast,5
grid.239585.0,lung,1
grid.440801.9,breast,2
grid.440710.6,lung,6
grid.411710.2,breast,4
grid.443455.7,brain,2
grid.413002.4,embryo,2
grid.412125.1,brain,1
grid.32140.34,embryo,6
grid.5685.e,liver,2
grid.258269.2,brain,1
grid.444768.d,breast,1
grid.258333.c,adipose,2
grid.203507.3,breast,2
grid.411681.b,placenta,2
grid.467130.7,liver,3
grid.12284.3d,kidney,1
grid.430704.4,skin,1
grid.427646.5,breast,3
grid.418701.b,breast,1
grid.411750.6,adipose,5
grid.18886.3f,prostate,4
grid.410821.e,heart,1
grid.411701.2,prostate,4
grid.42629.3b,brain,1
grid.11899.38,skin,4
grid.412596.d,Skeletal,4
grid.267308.8,liver,5
grid.51462.34,heart,1
grid.10548.38,Skeletal,5
grid.419303.c,breast,1
grid.418964.6,adipose,1
grid.411751.7,liver,2
grid.94365.3d,lung,4
grid.254509.f,eye,1
grid.419730.8,brain,2
grid.255137.7,prostate,11
grid.411582.b,adipose,1
grid.412678.e,Skeletal,6
grid.1002.3,knee,2
grid.412616.6,Skeletal,1
grid.460789.4,Skeletal,5
grid.414350.7,bone marrow,1
grid.10698.36,skin,1
grid.265008.9,knee,1
grid.418910.5,lymph node,7
grid.264200.2,lung,1
grid.411639.8,liver,20
grid.266900.b,liver,1
grid.5596.f,prostate,2
grid.453074.1,liver,1
grid.410559.c,lung,1
grid.266813.8,skin,1
grid.4305.2,breast,5
grid.415640.2,breast,7
grid.412970.9,skin,5
grid.457090.f,kidney,3
grid.15276.37,skin,1
grid.459396.4,lung,1
grid.266826.e,brain,1
grid.54549.39,brain,42
grid.12361.37,liver,1
grid.410543.7,peripheral nervous system,6
grid.10698.36,brain,7
grid.266102.1,ovary,6
grid.43169.39,embryo,1
grid.7637.5,lung,1
grid.24695.3c,brain,4
grid.11586.3b,lymph node,8
grid.14758.3f,heart,10
grid.83440.3b,embryo,1
grid.10854.38,brain,1
grid.25867.3e,breast,3
grid.136593.b,bone marrow,15
grid.416155.2,heart,1
grid.429222.d,kidney,1
grid.10251.37,liver,6
grid.411596.e,heart,2
grid.21613.37,breast,1
grid.414698.6,breast,1
grid.443623.4,kidney,1
grid.253615.6,brain,2
grid.10698.36,heart,1
grid.215352.2,breast,1
grid.414142.6,breast,6
grid.13648.38,Skeletal,8
grid.443573.2,lung,3
grid.473189.0,skin,4
grid.411097.a,brain,2
grid.272242.3,breast,13
grid.4488.0,brain,6
grid.410871.b,liver,5
grid.444354.6,bone marrow,1
grid.415798.6,kidney,1
grid.410570.7,liver,5
grid.11899.38,eye,2
grid.420127.2,Skeletal,1
grid.417574.4,liver,5
grid.17703.32,liver,3
grid.410802.f,kidney,2
grid.4305.2,adipose,2
grid.168010.e,knee,1
grid.8302.9,skin,1
grid.448570.a,liver,1
grid.413503.0,fallopian tube,1
grid.4818.5,brain,2
grid.9841.4,liver,1
grid.443320.2,kidney,8
grid.164971.c,breast,5
grid.413724.7,adipose,1
grid.9227.e,embryo,13
grid.257022.0,bone marrow,2
grid.10604.33,kidney,1
grid.8982.b,liver,2
grid.9619.7,embryo,11
grid.411947.e,brain,1
grid.496646.f,heart,9
grid.10419.3d,breast,3
grid.411790.a,prostate,10
grid.410711.2,knee,1
grid.289247.2,small intestine,3
grid.11918.30,breast,5
grid.43169.39,liver,1
grid.59053.3a,knee,5
grid.442535.1,liver,1
grid.11047.33,knee,5
grid.4488.0,lung,3
grid.44871.3e,Skeletal,2
grid.28046.38,Skeletal,4
grid.415896.7,breast,1
grid.10419.3d,prostate,1
grid.444432.1,lung,2
grid.267313.2,prostate,8
grid.411615.6,bone marrow,13
grid.13856.39,ovary,1
grid.412885.2,skin,1
grid.21107.35,eye,20
grid.11598.34,prostate,7
grid.412266.5,brain,2
grid.64924.3d,breast,5
grid.452829.0,spinal cord,9
grid.428381.4,lymph node,7
grid.411769.c,liver,1
grid.411488.0,prostate,2
grid.7252.2,heart,1
grid.10423.34,lung,16
grid.411744.3,kidney,8
grid.38142.3c,Skeletal,7
grid.56302.32,liver,3
grid.411507.6,embryo,1
grid.420023.7,liver,8
grid.417638.f,liver,1
grid.263662.5,knee,4
grid.466517.7,heart,1
grid.440679.8,prostate,1
grid.444475.2,brain,3
grid.49100.3c,liver,3
grid.419897.a,skin,7
grid.417000.2,lymph node,1
grid.416282.b,heart,6
grid.415120.3,breast,1
grid.430014.2,Skeletal,1
grid.430847.c,breast,4
grid.411714.6,knee,1
grid.47840.3f,skin,1
grid.439450.f,liver,1
grid.411884.0,liver,1
grid.152326.1,kidney,2
grid.66875.3a,skin,1
grid.411605.7,lung,1
grid.411741.6,Tonsil,1
grid.5132.5,knee,1
grid.411115.1,breast,1
grid.21107.35,spinal cord,1
grid.414698.6,knee,4
grid.440787.8,heart,3
grid.14005.30,adipose,1
grid.261331.4,brain,2
grid.419248.2,skin,3
grid.27530.33,breast,1
grid.261112.7,liver,2
grid.6936.a,skin,1
grid.223827.e,skin,2
grid.39382.33,brain,6
grid.8664.c,lung,10
grid.410712.1,heart,1
grid.464628.a,Tonsil,9
grid.411217.0,bone marrow,7
grid.17091.3e,liver,8
grid.28046.38,liver,2
grid.116068.8,peripheral nervous system,20
grid.410332.7,skin,1
grid.7708.8,lung,9
grid.410718.b,lung,3
grid.12136.37,skin,7
grid.35349.38,Skeletal,5
grid.412687.e,kidney,11
grid.416286.f,Tonsil,2
grid.444860.a,prostate,1
grid.415989.8,heart,1
grid.410744.2,breast,4
grid.428097.0,heart,6
grid.27755.32,breast,3
grid.31451.32,liver,3
grid.1527.1,liver,1
grid.419014.9,heart,2
grid.442287.f,breast,1
grid.415388.3,lung,4
grid.268187.2,liver,1
grid.9909.9,knee,2
grid.411370.0,knee,1
grid.411617.4,brain,9
grid.264756.4,skin,3
grid.267370.7,heart,1
grid.412571.4,breast,25
grid.5012.6,brain,2
grid.415598.4,bone marrow,1
grid.428010.f,knee,2
grid.267308.8,eye,2
grid.467824.b,brain,1
grid.412687.e,brain,3
grid.412984.2,lung,1
grid.241103.5,skin,1
grid.440546.7,lung,2
grid.240404.6,lung,4
grid.263826.b,kidney,10
grid.10698.36,small intestine,3
grid.414759.a,eye,4
grid.469325.f,skin,7
grid.413233.4,brain,3
grid.459686.0,lung,3
grid.430506.4,skin,7
grid.487249.4,kidney,1
grid.417154.2,knee,5
grid.7942.8,spinal cord,1
grid.1026.5,skin,1
grid.461407.0,prostate,2
grid.39381.30,breast,1
grid.272264.7,kidney,2
grid.448842.6,bone marrow,1
grid.413107.0,breast,9
grid.9918.9,brain,1
grid.10025.36,breast,1
grid.430387.b,placenta,1
grid.416888.b,Tonsil,5
grid.27476.30,kidney,1
grid.43169.39,breast,8
grid.9829.a,skin,1
grid.10825.3e,knee,2
grid.440144.1,brain,1
grid.410884.1,breast,2
grid.440745.6,lymph node,3
grid.192268.6,breast,7
grid.7700.0,breast,7
grid.414953.e,lung,2
grid.221309.b,brain,2
grid.4567.0,lung,2
grid.154185.c,prostate,7
grid.263138.d,urinary bladder,3
grid.5963.9,liver,9
grid.189509.c,liver,1
grid.23856.3a,liver,1
grid.8404.8,brain,7
grid.411600.2,adipose,10
grid.449412.e,brain,2
grid.5601.2,eye,2
grid.413800.e,liver,1
grid.437485.9,knee,1
grid.189509.c,embryo,1
grid.452270.6,skin,4
grid.411163.0,bone marrow,6
grid.410795.e,spleen,10
grid.1032.0,breast,2
grid.39382.33,eye,2
grid.416107.5,brain,1
grid.10251.37,lung,5
grid.411225.1,breast,10
grid.9613.d,lung,1
grid.448693.4,skin,2
grid.147455.6,breast,1
grid.83440.3b,knee,1
grid.15276.37,spinal cord,4
grid.412594.f,lung,4
grid.412967.f,liver,4
grid.418827.0,eye,15
grid.482656.b,breast,2
grid.496597.0,lymph node,1
grid.11220.30,brain,1
grid.14095.39,lung,4
grid.12082.39,lung,1
grid.418158.1,breast,2
grid.416410.6,placenta,3
grid.43169.39,lung,5
grid.414350.7,prostate,17
grid.412139.c,breast,4
grid.241054.6,liver,7
grid.264727.2,lung,3
grid.418917.2,adipose,1
grid.16821.3c,adipose,1
grid.5326.2,bone marrow,1
grid.255649.9,breast,5
grid.410840.9,liver,1
grid.448874.3,kidney,1
grid.8051.c,breast,3
grid.9909.9,lymph node,1
grid.26141.30,kidney,1
grid.411845.d,kidney,1
grid.410528.a,eye,2
grid.412543.5,brain,6
grid.417301.0,Skeletal,2
grid.414764.4,Tonsil,4
grid.12650.30,lymph node,6
grid.177174.3,adipose,7
grid.35937.3b,eye,3
grid.413040.2,kidney,1
grid.415985.4,lung,9
grid.13652.33,lung,1
grid.411088.4,spinal cord,1
grid.145695.a,eye,1
grid.418010.c,liver,1
grid.412648.d,lung,8
grid.418089.c,heart,3
grid.451052.7,liver,3
grid.452828.1,brain,2
grid.452829.0,lung,5
grid.452222.1,adipose,8
grid.418571.e,breast,1
grid.5612.0,brain,2
grid.419568.7,heart,1
grid.12955.3a,liver,2
grid.7489.2,breast,2
grid.410595.c,eye,1
grid.1010.0,breast,2
grid.418196.3,lung,1
grid.418600.b,lymph node,6
grid.482562.f,bone marrow,4
grid.12981.33,lung,18
grid.4495.c,eye,1
grid.7490.a,liver,2
grid.425948.6,heart,1
grid.476830.e,breast,3
grid.512100.7,knee,3
grid.240866.e,lung,3
grid.411419.8,bone marrow,1
grid.413605.5,kidney,2
grid.8217.c,adipose,2
grid.438526.e,lung,1
grid.418010.c,Skeletal,1
grid.417689.5,breast,7
grid.412632.0,breast,6
grid.439606.e,liver,1
grid.10347.31,embryo,9
grid.410871.b,prostate,2
grid.412645.0,prostate,1
grid.257413.6,lung,3
grid.413990.6,breast,1
grid.63984.30,spleen,2
grid.412334.3,lung,10
grid.411623.3,thymus,3
grid.427788.6,placenta,3
grid.1002.3,breast,11
grid.263333.4,ovary,4
grid.411173.1,kidney,4
grid.33763.32,ureter,2
grid.257060.6,knee,1
grid.26790.3a,skin,3
grid.414809.0,skin,2
grid.17635.36,eye,3
grid.32224.35,heart,1
grid.433862.8,lung,2
grid.411491.8,lymph node,5
grid.4514.4,liver,5
grid.26790.3a,knee,1
grid.415131.3,skin,9
grid.444415.4,skin,1
grid.411102.7,lung,1
grid.419422.8,brain,1
grid.452347.3,breast,1
grid.417000.2,breast,8
grid.8515.9,brain,3
grid.418587.7,skin,8
grid.478112.9,lung,1
grid.136304.3,Skeletal,19
grid.265008.9,heart,2
grid.415520.7,liver,1
grid.15090.3d,brain,3
grid.465277.5,lung,2
grid.411807.b,knee,1
grid.284723.8,breast,6
grid.49606.3d,breast,3
grid.411234.1,ureter,4
grid.411472.5,kidney,1
grid.4818.5,prostate,2
grid.414764.4,ureter,5
grid.418009.4,lung,4
grid.411408.8,ovary,9
grid.439749.4,brain,1
grid.254880.3,breast,2
grid.415804.c,brain,9
grid.203458.8,lung,2
grid.426108.9,liver,1
grid.462167.0,brain,3
grid.5808.5,liver,2
grid.411796.c,lymph node,2
grid.267308.8,lung,4
grid.469957.0,skin,1
grid.11899.38,heart,7
grid.417093.8,lung,5
grid.264430.7,heart,14
grid.266842.c,lung,4
grid.6518.a,breast,1
grid.413110.6,breast,3
grid.414026.5,liver,1
grid.7468.d,lung,1
grid.77048.3c,breast,1
grid.411134.2,lung,18
grid.442609.d,pancreas,1
grid.11956.3a,brain,1
grid.438526.e,breast,1
grid.8505.8,brain,4
grid.508398.f,Skeletal,1
grid.35155.37,brain,11
grid.26999.3d,embryo,5
grid.411521.2,thymus,5
grid.12136.37,breast,1
grid.443130.1,brain,2
grid.418391.6,liver,1
grid.177174.3,spinal cord,2
grid.9759.2,eye,3
grid.412465.0,breast,1
grid.4708.b,skin,4
grid.473401.5,kidney,2
grid.10698.36,kidney,1
grid.416783.f,heart,6
grid.208226.c,breast,2
grid.289247.2,breast,2
grid.411277.6,embryo,1
grid.263488.3,brain,1
grid.7372.1,breast,1
grid.5390.f,skin,2
grid.8570.a,skin,5
grid.412269.a,lung,1
grid.31143.34,liver,14
grid.253615.6,adipose,1
grid.9851.5,lung,2
grid.415884.4,brain,4
grid.410781.b,heart,1
grid.1008.9,knee,10
grid.24434.35,eye,2
grid.78028.35,brain,4
grid.414764.4,knee,3
grid.240344.5,Skeletal,11
grid.412740.4,liver,1
grid.412449.e,skin,7
grid.416850.e,breast,1
grid.412434.4,knee,1
grid.459546.f,heart,10
grid.410711.2,breast,2
grid.267313.2,lung,21
grid.411303.4,liver,4
grid.419769.4,spinal cord,2
grid.443240.5,liver,1
grid.410740.6,lung,2
grid.411931.f,brain,2
grid.410569.f,liver,1
grid.411408.8,breast,2
grid.460154.2,lung,1
grid.419635.c,adipose,2
grid.22793.3d,lung,1
grid.412468.d,lung,7
grid.413015.2,breast,4
grid.5337.2,breast,4
grid.1040.5,breast,1
grid.452672.0,lung,1
grid.486749.0,lung,2
grid.36020.37,brain,1
grid.4793.9,kidney,4
grid.11586.3b,heart,8
grid.440323.2,eye,2
grid.261103.7,lung,1
grid.5170.3,prostate,1
grid.412966.e,adipose,3
grid.467532.1,heart,3
grid.419901.4,lung,1
grid.251993.5,bone marrow,2
grid.420186.9,liver,1
grid.417220.2,brain,4
grid.417155.3,heart,2
grid.11696.39,bone marrow,1
grid.7708.8,skin,3
grid.29857.31,lung,1
grid.430503.1,kidney,8
grid.150338.c,brain,3
grid.452273.5,breast,9
grid.411451.4,breast,1
