organ,id,doi,notes,type
blood_vasculature,"Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256",,For AS,reference
blood_vasculature,"Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256",,For AS,reference
blood_vasculature,"Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256",,For AS,reference
blood_vasculature,"Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256",,For AS,reference
blood_vasculature,"Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256",,For AS,reference
blood_vasculature,"Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256",,For AS,reference
blood_vasculature,"Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256",,For AS,reference
blood_vasculature,"Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256",,For AS,reference
blood_vasculature,"Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256",,For AS,reference
blood_vasculature,"Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256",,For AS,reference
blood_vasculature,"Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256",,For AS,reference
blood_vasculature,"Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256",,For AS,reference
blood_vasculature,"Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256",,For AS,reference
blood_vasculature,"Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256",,For AS,reference
blood_vasculature,"Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256",,For AS,reference
blood_vasculature,"Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256",,For AS,reference
blood_vasculature,"Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256",,For AS,reference
blood_vasculature,"Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256",,For AS,reference
blood_vasculature,"Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256",,For AS,reference
blood_vasculature,"Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256",,For AS,reference
blood_vasculature,"Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256",,For AS,reference
