source,target,relationship
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_cerebellum,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_cerebellum,Donor/H18.30.002,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_cerebellum,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_cerebral_cortex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_cerebral_cortex,Donor/H18.30.002,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_cerebral_cortex,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_cerebral_nuclei,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_cerebral_nuclei,Donor/H18.30.002,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_cerebral_nuclei,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_hippocampal_formation,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_hippocampal_formation,Donor/H18.30.002,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_hippocampal_formation,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_hypothalamus,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_hypothalamus,Donor/H18.30.002,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_hypothalamus,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_midbrain,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_midbrain,Donor/H18.30.002,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_midbrain,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_myelencephalon,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_myelencephalon,Donor/H18.30.002,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_myelencephalon,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_pons,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_pons,Donor/H18.30.002,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_pons,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_thalamic_complex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_thalamic_complex,Donor/H18.30.002,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_thalamic_complex,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_spinal_cord,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_spinal_cord,Donor/H18.30.002,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H18.30.002_spinal_cord,Organ/UBERON:0002240,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_cerebellum,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_cerebellum,Donor/H19.30.001,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_cerebellum,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_cerebral_cortex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_cerebral_cortex,Donor/H19.30.001,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_cerebral_cortex,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_cerebral_nuclei,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_cerebral_nuclei,Donor/H19.30.001,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_cerebral_nuclei,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_hippocampal_formation,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_hippocampal_formation,Donor/H19.30.001,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_hippocampal_formation,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_hypothalamus,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_hypothalamus,Donor/H19.30.001,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_hypothalamus,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_midbrain,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_midbrain,Donor/H19.30.001,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_midbrain,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_myelencephalon,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_myelencephalon,Donor/H19.30.001,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_myelencephalon,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_pons,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_pons,Donor/H19.30.001,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_pons,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_thalamic_complex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_thalamic_complex,Donor/H19.30.001,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.001_thalamic_complex,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_cerebellum,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_cerebellum,Donor/H19.30.002,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_cerebellum,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_cerebral_cortex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_cerebral_cortex,Donor/H19.30.002,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_cerebral_cortex,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_cerebral_nuclei,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_cerebral_nuclei,Donor/H19.30.002,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_cerebral_nuclei,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_hippocampal_formation,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_hippocampal_formation,Donor/H19.30.002,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_hippocampal_formation,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_hypothalamus,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_hypothalamus,Donor/H19.30.002,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_hypothalamus,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_midbrain,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_midbrain,Donor/H19.30.002,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_midbrain,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_myelencephalon,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_myelencephalon,Donor/H19.30.002,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_myelencephalon,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_pons,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_pons,Donor/H19.30.002,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_pons,Organ/UBERON:0000955,hasOrgan
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_thalamic_complex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_thalamic_complex,Donor/H19.30.002,hasDonor
Dataset/700aed19-c16e-4ba8-9191-07da098a8626_H19.30.002_thalamic_complex,Organ/UBERON:0000955,hasOrgan
Dataset/70e4f35b-c98c-45a1-9aa9-2053b07315dd_H18.30.002_cerebral_nuclei,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/70e4f35b-c98c-45a1-9aa9-2053b07315dd_H18.30.002_cerebral_nuclei,Donor/H18.30.002,hasDonor
Dataset/70e4f35b-c98c-45a1-9aa9-2053b07315dd_H18.30.002_cerebral_nuclei,Organ/UBERON:0000955,hasOrgan
Dataset/70e4f35b-c98c-45a1-9aa9-2053b07315dd_H19.30.001_cerebral_nuclei,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/70e4f35b-c98c-45a1-9aa9-2053b07315dd_H19.30.001_cerebral_nuclei,Donor/H19.30.001,hasDonor
Dataset/70e4f35b-c98c-45a1-9aa9-2053b07315dd_H19.30.001_cerebral_nuclei,Organ/UBERON:0000955,hasOrgan
Dataset/70e4f35b-c98c-45a1-9aa9-2053b07315dd_H19.30.002_cerebral_nuclei,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/70e4f35b-c98c-45a1-9aa9-2053b07315dd_H19.30.002_cerebral_nuclei,Donor/H19.30.002,hasDonor
Dataset/70e4f35b-c98c-45a1-9aa9-2053b07315dd_H19.30.002_cerebral_nuclei,Organ/UBERON:0000955,hasOrgan
Dataset/715327a6-7978-4896-ba91-69d6b04dbbfb_H18.30.002_hippocampal_formation,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/715327a6-7978-4896-ba91-69d6b04dbbfb_H18.30.002_hippocampal_formation,Donor/H18.30.002,hasDonor
Dataset/715327a6-7978-4896-ba91-69d6b04dbbfb_H18.30.002_hippocampal_formation,Organ/UBERON:0000955,hasOrgan
Dataset/7357cee7-9f7f-4ab0-8cec-90de8f047e38_TSP14_large_intestine,Publication/10.1126/science.abl4896,linkedToPublication
Dataset/7357cee7-9f7f-4ab0-8cec-90de8f047e38_TSP14_large_intestine,Donor/TSP14,hasDonor
Dataset/7357cee7-9f7f-4ab0-8cec-90de8f047e38_TSP14_large_intestine,Organ/UBERON:0000059,hasOrgan
Dataset/7357cee7-9f7f-4ab0-8cec-90de8f047e38_TSP2_large_intestine,Publication/10.1126/science.abl4896,linkedToPublication
Dataset/7357cee7-9f7f-4ab0-8cec-90de8f047e38_TSP2_large_intestine,Donor/TSP2,hasDonor
Dataset/7357cee7-9f7f-4ab0-8cec-90de8f047e38_TSP2_large_intestine,Organ/UBERON:0000059,hasOrgan
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H18.30.001_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H18.30.001_middle_temporal_gyrus,Donor/H18.30.001,hasDonor
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H18.30.001_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H18.30.002_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H18.30.002_middle_temporal_gyrus,Donor/H18.30.002,hasDonor
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H18.30.002_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H19.30.002_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H19.30.002_middle_temporal_gyrus,Donor/H19.30.002,hasDonor
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H19.30.002_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H19.33.004_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H19.33.004_middle_temporal_gyrus,Donor/H19.33.004,hasDonor
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H19.33.004_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H200.1023_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H200.1023_middle_temporal_gyrus,Donor/H200.1023,hasDonor
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H200.1023_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H20.33.001_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H20.33.001_middle_temporal_gyrus,Donor/H20.33.001,hasDonor
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H20.33.001_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H20.33.014_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H20.33.014_middle_temporal_gyrus,Donor/H20.33.014,hasDonor
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H20.33.014_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H20.33.019_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H20.33.019_middle_temporal_gyrus,Donor/H20.33.019,hasDonor
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H20.33.019_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H20.33.030_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H20.33.030_middle_temporal_gyrus,Donor/H20.33.030,hasDonor
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H20.33.030_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H20.33.034_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H20.33.034_middle_temporal_gyrus,Donor/H20.33.034,hasDonor
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H20.33.034_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H20.33.043_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H20.33.043_middle_temporal_gyrus,Donor/H20.33.043,hasDonor
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H20.33.043_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H20.33.044_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H20.33.044_middle_temporal_gyrus,Donor/H20.33.044,hasDonor
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H20.33.044_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.003_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.003_middle_temporal_gyrus,Donor/H21.33.003,hasDonor
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.003_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.011_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.011_middle_temporal_gyrus,Donor/H21.33.011,hasDonor
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.011_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.019_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.019_middle_temporal_gyrus,Donor/H21.33.019,hasDonor
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.019_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.022_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.022_middle_temporal_gyrus,Donor/H21.33.022,hasDonor
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.022_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.025_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.025_middle_temporal_gyrus,Donor/H21.33.025,hasDonor
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.025_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.028_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.028_middle_temporal_gyrus,Donor/H21.33.028,hasDonor
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.028_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.030_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.030_middle_temporal_gyrus,Donor/H21.33.030,hasDonor
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.030_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.033_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.033_middle_temporal_gyrus,Donor/H21.33.033,hasDonor
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.033_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.037_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.037_middle_temporal_gyrus,Donor/H21.33.037,hasDonor
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.037_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.038_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.038_middle_temporal_gyrus,Donor/H21.33.038,hasDonor
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.038_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.040_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.040_middle_temporal_gyrus,Donor/H21.33.040,hasDonor
Dataset/75e6eee5-d0e3-4291-9360-f288ffe6c7c4_H21.33.040_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/77044335-0ac5-4406-9b3f-8cdd3656d67b_H18.30.002_pons,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/77044335-0ac5-4406-9b3f-8cdd3656d67b_H18.30.002_pons,Donor/H18.30.002,hasDonor
Dataset/77044335-0ac5-4406-9b3f-8cdd3656d67b_H18.30.002_pons,Organ/UBERON:0000955,hasOrgan
Dataset/77044335-0ac5-4406-9b3f-8cdd3656d67b_H19.30.001_pons,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/77044335-0ac5-4406-9b3f-8cdd3656d67b_H19.30.001_pons,Donor/H19.30.001,hasDonor
Dataset/77044335-0ac5-4406-9b3f-8cdd3656d67b_H19.30.001_pons,Organ/UBERON:0000955,hasOrgan
Dataset/77044335-0ac5-4406-9b3f-8cdd3656d67b_H19.30.002_pons,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/77044335-0ac5-4406-9b3f-8cdd3656d67b_H19.30.002_pons,Donor/H19.30.002,hasDonor
Dataset/77044335-0ac5-4406-9b3f-8cdd3656d67b_H19.30.002_pons,Organ/UBERON:0000955,hasOrgan
Dataset/773b9b2e-70c8-40be-8cbb-e7b5abab360d_Patient01_esophagogastric_junction,Publication/10.1158/2159-8290.cd-22-0824,linkedToPublication
Dataset/773b9b2e-70c8-40be-8cbb-e7b5abab360d_Patient01_esophagogastric_junction,Donor/Patient01,hasDonor
Dataset/773b9b2e-70c8-40be-8cbb-e7b5abab360d_Patient01_esophagogastric_junction,Organ/UBERON:0007650,hasOrgan
Dataset/773b9b2e-70c8-40be-8cbb-e7b5abab360d_Patient01_cardia_of_stomach,Publication/10.1158/2159-8290.cd-22-0824,linkedToPublication
Dataset/773b9b2e-70c8-40be-8cbb-e7b5abab360d_Patient01_cardia_of_stomach,Donor/Patient01,hasDonor
Dataset/773b9b2e-70c8-40be-8cbb-e7b5abab360d_Patient01_cardia_of_stomach,Organ/UBERON:0000945,hasOrgan
Dataset/773b9b2e-70c8-40be-8cbb-e7b5abab360d_Patient02_esophagogastric_junction,Publication/10.1158/2159-8290.cd-22-0824,linkedToPublication
Dataset/773b9b2e-70c8-40be-8cbb-e7b5abab360d_Patient02_esophagogastric_junction,Donor/Patient02,hasDonor
Dataset/773b9b2e-70c8-40be-8cbb-e7b5abab360d_Patient02_esophagogastric_junction,Organ/UBERON:0007650,hasOrgan
Dataset/773b9b2e-70c8-40be-8cbb-e7b5abab360d_Patient02_cardia_of_stomach,Publication/10.1158/2159-8290.cd-22-0824,linkedToPublication
Dataset/773b9b2e-70c8-40be-8cbb-e7b5abab360d_Patient02_cardia_of_stomach,Donor/Patient02,hasDonor
Dataset/773b9b2e-70c8-40be-8cbb-e7b5abab360d_Patient02_cardia_of_stomach,Organ/UBERON:0000945,hasOrgan
Dataset/773b9b2e-70c8-40be-8cbb-e7b5abab360d_Patient03_cardia_of_stomach,Publication/10.1158/2159-8290.cd-22-0824,linkedToPublication
Dataset/773b9b2e-70c8-40be-8cbb-e7b5abab360d_Patient03_cardia_of_stomach,Donor/Patient03,hasDonor
Dataset/773b9b2e-70c8-40be-8cbb-e7b5abab360d_Patient03_cardia_of_stomach,Organ/UBERON:0000945,hasOrgan
Dataset/773b9b2e-70c8-40be-8cbb-e7b5abab360d_Patient05_esophagogastric_junction,Publication/10.1158/2159-8290.cd-22-0824,linkedToPublication
Dataset/773b9b2e-70c8-40be-8cbb-e7b5abab360d_Patient05_esophagogastric_junction,Donor/Patient05,hasDonor
Dataset/773b9b2e-70c8-40be-8cbb-e7b5abab360d_Patient05_esophagogastric_junction,Organ/UBERON:0007650,hasOrgan
Dataset/773b9b2e-70c8-40be-8cbb-e7b5abab360d_Patient06_esophagogastric_junction,Publication/10.1158/2159-8290.cd-22-0824,linkedToPublication
